linename,station,weekdate_2022,weekend_am_2022,weekend_pm_2022,weekday_am_2022,weekday_pm_2022,week,weekdate_bl,weekend_am_bl,weekend_pm_bl,weekday_am_bl,weekday_pm_bl,d_weekend_am,d_weekend_pm,d_weekday_am,d_weekday_pm,lat,lon
F,21 ST-QNSBRIDGE,2022-03-21T00:00:00Z,336,836,3355,7474,12,2019-03-25T00:00:00Z,627,1926,8537,15063,0.5358851674641149,0.43406022845275183,0.3929951973761274,0.49618269932948283,40.75373927,-73.94193761
R,25 ST,2022-03-14T00:00:00Z,157,527,1735,2617,11,2019-03-18T00:00:00Z,248,918,3306,4512,0.6330645161290323,0.5740740740740741,0.5248033877797943,0.5800088652482269,40.66039667,-73.998091
M,FRESH POND RD,2022-02-07T00:00:00Z,313,435,5940,1756,6,2020-02-10T00:00:00Z,819,1122,13437,3701,0.38217338217338215,0.3877005347593583,0.4420629604822505,0.47446636044312346,40.706226,-73.895898
ABCDEFM,W 4 ST-WASH SQ,2022-01-03T00:00:00Z,442,4207,2074,15361,1,2020-01-06T00:00:00Z,1486,19811,8884,68575,0.297442799461642,0.21235677149058604,0.23345339936965331,0.22400291651476487,40.732338,-74.000495
R,45 ST,2022-03-21T00:00:00Z,659,926,6355,3854,12,2019-03-25T00:00:00Z,1014,2136,10676,7994,0.6499013806706114,0.43352059925093633,0.5952603971524916,0.4821115836877658,40.64893867,-74.010006
BC,135 ST,2022-02-28T00:00:00Z,119,412,2030,3508,9,2019-03-04T00:00:00Z,255,1083,3690,7460,0.4666666666666667,0.3804247460757156,0.5501355013550135,0.47024128686327077,40.81790556,-73.94753481
6,ST LAWRENCE AV,2022-03-21T00:00:00Z,410,273,4170,1153,12,2019-03-25T00:00:00Z,814,742,7579,2638,0.5036855036855037,0.36792452830188677,0.5502045124686634,0.4370735405610311,40.831509,-73.867618
4,FORDHAM RD,2022-03-28T00:00:00Z,979,1389,7208,4995,13,2019-04-01T00:00:00Z,1604,2516,12090,10800,0.6103491271820449,0.5520667726550079,0.5961952026468156,0.4625,40.862803,-73.901034
S,PARK PLACE,2022-03-21T00:00:00Z,84,153,1367,747,12,2019-03-25T00:00:00Z,167,405,2963,1643,0.5029940119760479,0.37777777777777777,0.46135673304083696,0.45465611685940355,40.67477167,-73.957624
6,ZEREGA AV,2022-04-04T00:00:00Z,264,184,3338,723,14,2019-04-08T00:00:00Z,517,316,6105,1713,0.5106382978723404,0.5822784810126582,0.5467649467649468,0.4220665499124343,40.836488,-73.847036
BC,96 ST,2022-01-31T00:00:00Z,425,1285,4754,9241,5,2020-02-03T00:00:00Z,1174,3211,15668,20064,0.36201022146507666,0.40018685767673623,0.30342098544804696,0.4605761562998405,40.7916188,-73.96460246
BC,116 ST,2022-01-24T00:00:00Z,137,604,2569,4089,4,2020-01-27T00:00:00Z,341,2179,5358,9535,0.40175953079178883,0.2771913721890776,0.4794699514744308,0.4288411116937598,40.80505813,-73.95479778
23,125 ST,2022-02-14T00:00:00Z,380,1941,4020,9816,7,2019-02-18T00:00:00Z,766,5431,4886,20467,0.4960835509138381,0.35739274535076415,0.8227589029881294,0.47960130942492796,40.807754,-73.945495
1,23 ST,2022-01-31T00:00:00Z,171,1848,993,8888,5,2020-02-03T00:00:00Z,368,5358,2832,27915,0.46467391304347827,0.3449048152295633,0.350635593220339,0.3183951280673473,40.744081,-73.995657
1,18 ST,2022-01-10T00:00:00Z,185,824,1467,5084,2,2020-01-13T00:00:00Z,495,2899,6920,17565,0.37373737373737376,0.28423594342876857,0.2119942196531792,0.28943922573299175,40.74104,-73.997871
EMG7,COURT SQ,2022-02-28T00:00:00Z,1918,2950,9342,20057,9,2019-03-04T00:00:00Z,2042,5611,29621,51210,0.9392752203721841,0.5257529852076279,0.31538435569359574,0.39166178480765473,"NA","NA"
25,219 ST,2022-01-24T00:00:00Z,218,199,3014,966,4,2020-01-27T00:00:00Z,503,571,6938,2064,0.43339960238568587,0.34851138353765326,0.4344191409628135,0.4680232558139535,40.88388797,-73.86250971
LG,LORIMER ST,2022-03-28T00:00:00Z,128,485,1801,1239,13,2019-04-01T00:00:00Z,509,1818,9172,4221,0.25147347740667975,0.2667766776677668,0.19635848233754907,0.2935323383084577,40.714072,-73.950248
JZ,VAN SICLEN AV,2022-04-11T00:00:00Z,318,189,3288,687,15,2019-04-15T00:00:00Z,522,416,5749,1635,0.6091954022988506,0.4543269230769231,0.57192555226996,0.42018348623853213,40.67802821,-73.89165773
4567S,GRD CNTRL-42 ST,2022-01-31T00:00:00Z,3115,9925,32028,77707,5,2020-02-03T00:00:00Z,7606,26658,108787,329829,0.4095450959768604,0.37230850026258533,0.2944101776866721,0.2355978400928966,40.75180743,-73.9767133
1,145 ST,2022-02-14T00:00:00Z,1545,1636,9485,5724,7,2019-02-18T00:00:00Z,2909,3521,14844,10074,0.5311103471983499,0.4646407270661744,0.6389787119374831,0.5681953543776057,40.826551,-73.95036
DNR,36 ST,2022-03-07T00:00:00Z,763,1877,6433,12345,10,2019-03-11T00:00:00Z,1774,3673,17373,20458,0.4301014656144307,0.5110264089300299,0.37028722730674035,0.6034314204712093,40.65514367,-74.003549
C,ROCKAWAY AV,2022-01-31T00:00:00Z,238,300,3305,1768,5,2020-02-03T00:00:00Z,716,1314,7670,4648,0.3324022346368715,0.228310502283105,0.43089960886571055,0.3803786574870912,40.67834,-73.911946
6,WHITLOCK AV,2022-01-31T00:00:00Z,238,168,1896,952,5,2020-02-03T00:00:00Z,488,366,3898,1901,0.48770491803278687,0.45901639344262296,0.4864032837352488,0.5007890583903208,40.826525,-73.886283
4,MOSHOLU PKWY,2022-03-14T00:00:00Z,971,686,8591,3602,11,2019-03-18T00:00:00Z,1726,1443,13662,7267,0.5625724217844728,0.4753984753984754,0.6288244766505636,0.4956653364524563,40.87975,-73.884655
1,238 ST,2022-03-21T00:00:00Z,913,816,4951,1464,12,2019-03-25T00:00:00Z,703,816,9664,2560,1.298719772403983,1,0.5123137417218543,0.571875,40.884667,-73.90087
AC1,168 ST,2022-03-21T00:00:00Z,987,2183,7952,19391,12,2019-03-25T00:00:00Z,1611,4469,11808,38439,0.6126629422718808,0.48847616916536135,0.6734417344173442,0.5044616145061006,40.840719,-73.939561
1,50 ST,2022-01-24T00:00:00Z,682,2302,3992,13600,4,2020-01-27T00:00:00Z,2575,7788,13214,60653,0.26485436893203884,0.295582948125321,0.30210382927198426,0.22422633670222414,40.761728,-73.983849
JZ,BOWERY,2022-01-31T00:00:00Z,136,689,675,2038,5,2020-02-03T00:00:00Z,359,2185,2540,6587,0.3788300835654596,0.3153318077803204,0.265748031496063,0.3093972977076059,40.72024688,-73.99380691
Q,72 ST-2 AVE,2022-03-14T00:00:00Z,876,2841,7956,21874,11,2019-03-18T00:00:00Z,1640,6934,28088,49686,0.5341463414634147,0.40972021920969137,0.2832526345770436,0.4402447369480337,40.76880251,-73.95836179
EFMR7,JKSN HT-ROOSVLT,2022-03-28T00:00:00Z,4962,8161,33514,26379,13,2019-04-01T00:00:00Z,6711,15585,56509,51718,0.7393831023692445,0.5236445299967918,0.5930736696809358,0.5100545264704744,40.74686757,-73.89120513
4,BEDFORD PK BLVD,2022-04-04T00:00:00Z,437,645,3776,3287,14,2019-04-08T00:00:00Z,662,1590,6017,6556,0.66012084592145015,0.4056603773584906,0.6275552600963935,0.50137278828554,40.873412,-73.890064
F,21 ST-QNSBRIDGE,2022-01-10T00:00:00Z,1022,960,5961,5738,2,2020-01-13T00:00:00Z,2879,2692,18389,15661,0.3549843695727683,0.35661218424962854,0.3241611833161129,0.36638784241108485,40.75373927,-73.94193761
25,219 ST,2022-03-14T00:00:00Z,367,239,3964,820,11,2019-03-18T00:00:00Z,791,587,8105,1854,0.4639696586599241,0.4071550255536627,0.489080814312153,0.44228694714131606,40.88388797,-73.86250971
G,MYRTLE-WILLOUGH,2022-04-18T00:00:00Z,342,428,3242,1528,16,2019-04-22T00:00:00Z,802,1162,9780,3671,0.42643391521197005,0.3683304647160069,0.3314928425357873,0.416235358213021,40.694619,-73.949067
MR,WOODHAVEN BLVD,2022-01-03T00:00:00Z,984,2479,11285,8783,1,2020-01-06T00:00:00Z,2024,5060,24897,21227,0.48616600790513836,0.4899209486166008,0.453267461943206,0.4137654873510152,40.73309737,-73.86943209
3,PENNSYLVANIA AV,2022-03-14T00:00:00Z,380,495,3461,2135,11,2019-03-18T00:00:00Z,615,878,6988,4025,0.6178861788617886,0.5637813211845103,0.49527761877504295,0.5304347826086957,40.66471445,-73.89488591
6,MORISN AV/SNDVW,2022-04-18T00:00:00Z,737,603,5646,1688,16,2019-04-22T00:00:00Z,1323,1238,9866,3719,0.5570672713529856,0.48707592891760904,0.5722683965132779,0.45388545307878464,40.829521,-73.874516
GL,METROPOLITAN AV,2022-04-18T00:00:00Z,420,1460,2541,3735,16,2019-04-22T00:00:00Z,709,4045,9119,9755,0.5923836389280677,0.36093943139678614,0.27864897466827504,0.38288057406458226,40.712774,-73.951424
3,145 ST,2022-04-11T00:00:00Z,140,313,2121,1600,15,2019-04-15T00:00:00Z,311,821,3905,3271,0.45016077170418006,0.3812423873325213,0.5431498079385403,0.4891470498318557,40.820421,-73.936245
FG,7 AV,2022-03-07T00:00:00Z,203,1008,3999,8195,10,2019-03-11T00:00:00Z,805,2970,19541,11975,0.25217391304347825,0.3393939393939394,0.20464664039711375,0.6843423799582463,40.66624469,-73.98025118
4,MOSHOLU PKWY,2022-03-28T00:00:00Z,958,717,8439,3649,13,2019-04-01T00:00:00Z,1791,1593,13804,7583,0.5348967057509771,0.4500941619585687,0.6113445378151261,0.48120796518528286,40.87975,-73.884655
245,149/GRAND CONC,2022-04-11T00:00:00Z,650,968,4521,7504,15,2019-04-15T00:00:00Z,1232,2577,8953,17653,0.5275974025974026,0.37563057819169576,0.5049704009829108,0.4250835552030816,40.81833014,-73.92672247
1,FRANKLIN ST,2022-04-11T00:00:00Z,62,510,831,3709,15,2019-04-15T00:00:00Z,133,978,2782,10585,0.46616541353383456,0.5214723926380368,0.298705966930266,0.3504015115729806,40.719318,-74.006886
25,3 AV-149 ST,2022-01-24T00:00:00Z,1532,1325,13499,12447,4,2020-01-27T00:00:00Z,4981,5581,35758,32123,0.30756876129291305,0.23741265006271278,0.37750992784831366,0.3874793761479314,40.81602925,-73.91779153
23,116 ST,2022-01-24T00:00:00Z,300,922,4047,5698,4,2020-01-27T00:00:00Z,704,3397,8062,13087,0.42613636363636365,0.27141595525463647,0.5019846192011908,0.43539390234583936,40.802098,-73.949625
F,SUTPHIN BLVD,2022-02-28T00:00:00Z,346,370,3712,1751,9,2019-03-04T00:00:00Z,726,843,6331,3845,0.4765840220385675,0.4389086595492289,0.5863212762596746,0.4553966189856957,40.705418,-73.810833
JZ,GATES AV,2022-02-28T00:00:00Z,293,776,3639,3039,9,2019-03-04T00:00:00Z,749,1678,7121,6489,0.39118825100133514,0.46245530393325385,0.5110237326218228,0.46833102172908,40.689584,-73.922156
NQRW,49 ST,2022-01-10T00:00:00Z,795,3020,3264,11115,2,2020-01-13T00:00:00Z,729,3424,12256,53158,1.0905349794238683,0.8820093457943925,0.26631853785900783,0.2090936453591181,40.75980197,-73.98420957
FG,SMITH-9 ST,2022-01-10T00:00:00Z,213,475,2260,3678,2,2020-01-13T00:00:00Z,686,1331,7008,7825,0.3104956268221574,0.35687453042824946,0.3224885844748858,0.4700319488817891,40.67364106,-73.99589173
ACE,CANAL ST,2022-04-11T00:00:00Z,193,2690,907,15888,15,2019-04-15T00:00:00Z,389,6236,2789,53573,0.4961439588688946,0.4313662604233483,0.3252061670849767,0.296567300692513,40.720824,-74.005229
6,CYPRESS AV,2022-03-28T00:00:00Z,136,143,2407,1465,13,2019-04-01T00:00:00Z,702,863,5770,3766,0.19373219373219372,0.1657010428736964,0.417157712305026,0.3890069038767924,40.805368,-73.914042
EF,75 AV,2022-01-10T00:00:00Z,249,320,2694,1538,2,2020-01-13T00:00:00Z,668,763,9555,3376,0.3727544910179641,0.41939711664482304,0.28194662480376764,0.4555687203791469,40.71804465,-73.83692369
A,BEACH 44 ST,2022-03-28T00:00:00Z,50,58,846,244,13,2019-04-01T00:00:00Z,135,161,1487,533,0.37037037037037035,0.36024844720496896,0.5689307330195024,0.45778611632270166,40.592943,-73.776013
25,GUN HILL RD,2022-03-07T00:00:00Z,645,591,5468,3337,10,2019-03-11T00:00:00Z,1617,1551,12694,6120,0.39888682745825604,0.38104448742746616,0.4307546872538207,0.5452614379084967,40.87783939,-73.86613411
7,JUNCTION BLVD,2022-01-17T00:00:00Z,4735,3135,24658,10455,3,2020-01-20T00:00:00Z,7392,5674,37968,17830,0.6405573593073594,0.5525202678886147,0.6494416350611041,0.5863712843522154,40.749145,-73.869527
5,BAYCHESTER AV,2022-04-11T00:00:00Z,180,189,3960,1043,15,2019-04-15T00:00:00Z,521,472,8929,1921,0.345489443378119,0.4004237288135593,0.443498712061821,0.5429463820926601,40.878663,-73.838591
NQW,ASTORIA BLVD,2022-03-07T00:00:00Z,715,1018,10829,4775,10,2019-03-11T00:00:00Z,0,0,13787,8002,"NA","NA",0.7854500616522812,0.5967258185453637,40.770037,-73.918095
7,VERNON-JACKSON,2022-01-03T00:00:00Z,785,1470,6038,7911,1,2020-01-06T00:00:00Z,2,0,37313,18250,392.5,"NA",0.16182027711521454,0.43347945205479455,40.742626,-73.953581
7,METS-WILLETS PT,2022-01-03T00:00:00Z,77,290,824,1413,1,2020-01-06T00:00:00Z,111,2027,2486,3759,0.6936936936936937,0.14306857424765665,0.33145615446500404,0.3758978451715882,40.754622,-73.845625
ACE,CANAL ST,2022-02-14T00:00:00Z,446,1858,3080,16459,7,2019-02-18T00:00:00Z,1191,7076,8271,46407,0.3744752308984047,0.2625777275296778,0.37238544311449645,0.35466632189109404,40.720824,-74.005229
D,BAY 50 ST,2022-02-07T00:00:00Z,246,179,2374,1359,6,2020-02-10T00:00:00Z,399,416,4465,1911,0.6165413533834586,0.43028846153846156,0.5316909294512878,0.7111459968602826,40.58884067,-73.983765
G,GREENPOINT AV,2022-01-17T00:00:00Z,554,1291,4568,7140,3,2020-01-20T00:00:00Z,1495,3534,16366,15130,0.3705685618729097,0.3653084323712507,0.2791152389099352,0.47191011235955055,40.731267,-73.954425
1,116 ST-COLUMBIA,2022-02-21T00:00:00Z,105,1455,725,12269,8,2019-02-25T00:00:00Z,318,5687,2550,39796,0.330188679245283,0.2558466678389309,0.28431372549019607,0.3082973163131973,40.807722,-73.96411
EMR,QUEENS PLAZA,2022-04-04T00:00:00Z,561,1014,4218,7252,14,2019-04-08T00:00:00Z,1206,2901,13151,18661,0.4651741293532338,0.34953464322647365,0.320736065698426,0.38861797331332726,40.74891772,-73.93713824
F,AVENUE P,2022-02-07T00:00:00Z,116,108,3288,1323,6,2020-02-10T00:00:00Z,758,521,6293,2397,0.15303430079155672,0.2072936660268714,0.5224853011282378,0.5519399249061326,40.60884281,-73.97300282
23,EASTN PKWY-MUSM,2022-03-07T00:00:00Z,178,963,3160,2753,10,2019-03-11T00:00:00Z,118,1565,2784,6471,1.5084745762711864,0.615335463258786,1.1350574712643677,0.425436563127801,40.67203224,-73.96422204
25,FREEMAN ST,2022-01-10T00:00:00Z,350,335,3102,1789,2,2020-01-13T00:00:00Z,634,829,6473,3678,0.5520504731861199,0.4041013268998794,0.47922138112158197,0.4864056552474171,40.82998745,-73.89175225
FG,15 ST-PROSPECT,2022-01-03T00:00:00Z,377,512,3505,2360,1,2020-01-06T00:00:00Z,1285,2264,16034,6893,0.2933852140077821,0.22614840989399293,0.21859797929400024,0.3423763238067605,40.66003569,-73.97973581
NRW,PRINCE ST,2022-02-28T00:00:00Z,201,3740,1327,8221,9,2019-03-04T00:00:00Z,207,3229,6201,28547,0.9710144927536232,1.158253329204088,0.2139977422996291,0.28798122394647424,40.72432867,-73.997702
ACEL,14 ST,2022-03-28T00:00:00Z,322,2536,2797,11572,13,2019-04-01T00:00:00Z,857,7453,8059,45359,0.3757292882147025,0.3402656648329532,0.34706539272862635,0.2551202627923896,40.740893,-74.00169
3,145 ST,2022-03-21T00:00:00Z,103,255,2263,1615,12,2019-03-25T00:00:00Z,300,842,4134,3142,0.3433333333333333,0.3028503562945368,0.5474117077890662,0.5140038192234245,40.820421,-73.936245
J,HALSEY ST,2022-02-28T00:00:00Z,319,576,3756,2060,9,2019-03-04T00:00:00Z,880,1734,7073,4874,0.3625,0.33217993079584773,0.5310335077053584,0.42265080016413625,40.68641527,-73.91663888
5,EASTCHSTER/DYRE,2022-03-14T00:00:00Z,318,301,6325,1426,11,2019-03-18T00:00:00Z,614,584,13282,2735,0.5179153094462541,0.5154109589041096,0.4762084023490438,0.5213893967093236,40.8883,-73.830834
R1W,WHITEHALL S-FRY,2022-03-14T00:00:00Z,624,1673,6483,8743,11,2019-03-18T00:00:00Z,1239,3402,15521,34918,0.5036319612590799,0.49176954732510286,0.41769215901037304,0.2503866200813334,40.70314237,-74.01300724
ACS,FRANKLIN AV,2022-03-21T00:00:00Z,259,639,2880,2715,12,2019-03-25T00:00:00Z,598,1692,9658,6443,0.4331103678929766,0.3776595744680851,0.2981983847587492,0.42138755238243053,40.68137967,-73.956848
A,175 ST,2022-02-14T00:00:00Z,1270,1304,10156,5681,7,2019-02-18T00:00:00Z,2878,4453,22266,11751,0.4412786657400973,0.29283629014147766,0.45612144076169947,0.48344821717300657,40.847391,-73.939704
NQW,36 AV,2022-03-07T00:00:00Z,489,726,5936,4439,10,2019-03-11T00:00:00Z,0,0,5655,7403,"NA","NA",1.0496905393457117,0.5996217749560989,40.756442,-73.929862
5,EASTCHSTER/DYRE,2022-02-07T00:00:00Z,239,281,5371,1804,6,2020-02-10T00:00:00Z,430,604,11566,3530,0.5558139534883721,0.4652317880794702,0.4643783503371952,0.5110481586402267,40.8883,-73.830834
F,YORK ST,2022-03-07T00:00:00Z,103,924,1415,8693,10,2019-03-11T00:00:00Z,453,3794,7033,27910,0.22737306843267108,0.24354243542435425,0.20119436940139343,0.31146542457900395,40.69974267,-73.986885
FG,CHURCH AV,2022-02-21T00:00:00Z,1581,1404,8186,5078,8,2019-02-25T00:00:00Z,6069,4507,24521,9582,0.2605042016806723,0.31151542045706676,0.3338363035765262,0.5299519933208099,40.644272,-73.97972116
25,FLATBUSH AV-B.C,2022-04-18T00:00:00Z,1452,1414,15622,5063,16,2019-04-22T00:00:00Z,2942,3186,36830,10815,0.4935418082936778,0.4438166980539862,0.42416508281292425,0.46814609338881186,40.63284241,-73.94754121
BDFMNQRW,34 ST-HERALD SQ,2022-03-07T00:00:00Z,2876,15534,36762,81832,10,2019-03-11T00:00:00Z,4591,49133,34781,261121,0.6264430407318667,0.316162253475261,1.0569563842327707,0.31338728022640844,40.7497894,-73.98777189
N,86 ST,2022-04-18T00:00:00Z,1,0,2386,760,16,2019-04-22T00:00:00Z,0,0,3771,1179,"NA","NA",0.6327234155396446,0.6446140797285835,40.592465,-73.978189
JM,FLUSHING AV,2022-04-18T00:00:00Z,461,895,2746,4004,16,2019-04-22T00:00:00Z,1122,2350,7566,9245,0.410873440285205,0.38085106382978723,0.3629394660322495,0.433098972417523,40.7004044,-73.94137735
MR,46 ST,2022-03-14T00:00:00Z,432,507,7298,2769,11,2019-03-18T00:00:00Z,1254,1823,18396,5999,0.3444976076555024,0.2781130005485464,0.39671667753859535,0.461576929488248,40.75631695,-73.91352175
BQ,KINGS HWY,2022-01-24T00:00:00Z,1504,1457,17859,11170,4,2020-01-27T00:00:00Z,3481,4235,44237,17394,0.4320597529445562,0.34403778040141675,0.40371182494292107,0.6421754628032655,40.60863865,-73.95760874
G,GREENPOINT AV,2022-03-21T00:00:00Z,207,1168,2575,6758,12,2019-03-25T00:00:00Z,0,0,6764,14135,"NA","NA",0.38069189828503847,0.478103997170145,40.731267,-73.954425
7,HUNTERS PT AV,2022-03-14T00:00:00Z,115,152,3830,3338,11,2019-03-18T00:00:00Z,333,401,14331,6548,0.34534534534534533,0.3790523690773067,0.2672528085967483,0.5097739767868051,40.742216,-73.948916
EF,75 AV,2022-02-21T00:00:00Z,300,369,2554,1619,8,2019-02-25T00:00:00Z,577,755,9779,3217,0.5199306759098787,0.48874172185430464,0.2611718989671746,0.5032639104755984,40.71804465,-73.83692369
A,ROCKAWAY BLVD,2022-01-24T00:00:00Z,417,529,6669,2751,4,2020-01-27T00:00:00Z,1036,1380,13159,5603,0.4025096525096525,0.38333333333333336,0.5068014286799909,0.49098697126539353,40.680429,-73.843853
1,V.CORTLANDT PK,2022-03-07T00:00:00Z,0,0,8315,4113,10,2019-03-11T00:00:00Z,965,1349,13091,6257,0,0,0.6351692002138875,0.6573437749720313,40.889248,-73.898583
25,BURKE AV,2022-03-07T00:00:00Z,311,220,3388,1065,10,2019-03-11T00:00:00Z,724,571,8294,1777,0.42955801104972374,0.38528896672504376,0.40848806366047746,0.5993247045582443,40.8712588,-73.86705362
1,191 ST,2022-01-03T00:00:00Z,918,914,5503,3594,1,2020-01-06T00:00:00Z,2219,2447,14684,8643,0.41369986480396576,0.37351859419697586,0.37476164532824846,0.415827837556404,40.855225,-73.929412
MR,67 AV,2022-04-04T00:00:00Z,333,561,5741,3599,14,2019-04-08T00:00:00Z,756,1530,13720,7634,0.44047619047619047,0.36666666666666664,0.4184402332361516,0.47144354204872935,40.72650548,-73.85286048
J,KOSCIUSZKO ST,2022-01-17T00:00:00Z,244,549,2009,1921,3,2020-01-20T00:00:00Z,479,1384,4613,4336,0.5093945720250522,0.39667630057803466,0.4355083459787557,0.4430350553505535,40.693172,-73.928509
ACEL,14 ST,2022-04-18T00:00:00Z,362,2825,2196,11846,16,2019-04-22T00:00:00Z,894,7345,6992,44216,0.40492170022371365,0.38461538461538464,0.31407322654462244,0.2679120680296725,40.740893,-74.00169
2345,NEVINS ST,2022-03-07T00:00:00Z,280,957,4556,8084,10,2019-03-11T00:00:00Z,387,3285,4290,17340,0.7235142118863049,0.291324200913242,1.062004662004662,0.46620530565167245,40.68831058,-73.9804068
M,FOREST AVE,2022-03-28T00:00:00Z,342,278,6387,909,13,2019-04-01T00:00:00Z,550,387,11098,1718,0.6218181818181818,0.7183462532299741,0.5755091007388718,0.5291036088474971,40.704412,-73.903075
N,8 AV,2022-03-07T00:00:00Z,579,1953,6134,8285,10,2019-03-11T00:00:00Z,1203,3688,14514,12668,0.48129675810473815,0.5295553145336226,0.42262642965412706,0.654010104199558,40.634971,-74.011516
NQW,ASTORIA BLVD,2022-01-10T00:00:00Z,918,854,8032,3832,2,2020-01-13T00:00:00Z,1742,1874,21257,6444,0.5269804822043628,0.45570971184631803,0.37785200169355976,0.5946617008069522,40.770037,-73.918095
BD,167 ST,2022-01-24T00:00:00Z,960,617,7938,4079,4,2020-01-27T00:00:00Z,2861,2349,17174,9277,0.3355470115344285,0.2626649638143891,0.4622103179224409,0.43968955481297833,40.833769,-73.918432
7,46 ST BLISS ST,2022-03-14T00:00:00Z,702,1586,7371,6931,11,2019-03-18T00:00:00Z,1297,2522,13947,11756,0.5412490362374711,0.6288659793814433,0.5285007528500753,0.5895712827492344,40.743132,-73.918435
4,176 ST,2022-04-18T00:00:00Z,498,492,3337,2220,16,2019-04-22T00:00:00Z,892,1105,6247,4892,0.5582959641255605,0.4452488687782805,0.5341764046742437,0.4538021259198692,40.84848,-73.911794
1,103 ST,2022-03-21T00:00:00Z,618,1509,6384,6377,12,2019-03-25T00:00:00Z,1418,3872,15511,13176,0.43582510578279265,0.3897210743801653,0.4115788795048675,0.4839860352155434,40.799446,-73.968379
6,LONGWOOD AV,2022-01-03T00:00:00Z,210,232,2002,1865,1,2020-01-06T00:00:00Z,383,399,3638,2917,0.5483028720626631,0.581453634085213,0.5503023639362287,0.6393555022283167,40.816104,-73.896435
F,NEPTUNE AV,2022-02-28T00:00:00Z,1,0,1132,732,9,2019-03-04T00:00:00Z,0,0,1900,1163,"NA","NA",0.5957894736842105,0.6294067067927773,40.58073876,-73.97459273
A,80 ST,2022-04-11T00:00:00Z,465,214,5572,719,15,2019-04-15T00:00:00Z,940,602,11174,1720,0.4946808510638298,0.3554817275747508,0.4986575979953463,0.4180232558139535,40.679371,-73.858992
1,145 ST,2022-01-24T00:00:00Z,1101,1239,8171,5021,4,2020-01-27T00:00:00Z,2486,3505,16711,9941,0.4428801287208367,0.3534950071326676,0.4889593680809048,0.5050799718338196,40.826551,-73.95036
N,18 AV,2022-04-04T00:00:00Z,743,460,6490,2034,14,2019-04-08T00:00:00Z,1546,689,7300,1532,0.48059508408796897,0.6676342525399129,0.8890410958904109,1.3276762402088773,40.620687,-73.990454
