linename,station,weekdate_2022,weekend_am_2022,weekend_pm_2022,weekday_am_2022,weekday_pm_2022,week,weekdate_bl,weekend_am_bl,weekend_pm_bl,weekday_am_bl,weekday_pm_bl,d_weekend_am,d_weekend_pm,d_weekday_am,d_weekday_pm,lat,lon
R2345,BOROUGH HALL,2022-02-14T00:00:00Z,1085,3006,13791,32405,7,2019-02-18T00:00:00Z,2480,7485,37046,61707,0.4375,0.40160320641282565,0.3722669114074394,0.5251430145688496,40.69419648,-73.99181831
ACJZ2345,FULTON ST,2022-01-10T00:00:00Z,290,2125,1825,15436,2,2020-01-13T00:00:00Z,542,6011,5272,74447,0.5350553505535055,0.3535185493262352,0.34616843702579664,0.2073421360162263,40.71016217,-74.00762309
A,GRANT AV,2022-01-10T00:00:00Z,608,425,5625,1732,2,2020-01-13T00:00:00Z,1492,1121,13336,4361,0.4075067024128686,0.3791257805530776,0.4217906418716257,0.39715661545517084,40.677044,-73.86505
JMZ,MARCY AV,2022-02-21T00:00:00Z,394,3334,2002,6899,8,2019-02-25T00:00:00Z,1085,8352,7668,18017,0.3631336405529954,0.3991858237547893,0.26108502869066247,0.382916134761614,40.708383,-73.957832
NQW,36 AV,2022-01-10T00:00:00Z,555,703,4557,3759,2,2020-01-13T00:00:00Z,1304,1724,14120,8434,0.4256134969325153,0.4077726218097448,0.3227337110481586,0.4456959924116671,40.756442,-73.929862
CE,SPRING ST,2022-04-11T00:00:00Z,57,1764,491,10193,15,2019-04-15T00:00:00Z,197,4774,1492,37269,0.2893401015228426,0.36950146627565983,0.32908847184986595,0.2734980815154686,40.726227,-74.003739
7,VERNON-JACKSON,2022-03-21T00:00:00Z,13,3,3775,8006,12,2019-03-25T00:00:00Z,567,4704,10165,16586,0.02292768959435626,6.377551020408163e-4,0.37137235612395475,0.48269624984927045,40.742626,-73.953581
C,KINGSTON-THROOP,2022-01-03T00:00:00Z,482,561,3341,2486,1,2020-01-06T00:00:00Z,1458,2002,14960,7394,0.33058984910836764,0.2802197802197802,0.2233288770053476,0.33621855558561,40.679919,-73.940859
JM,HEWES ST,2022-03-21T00:00:00Z,116,328,1428,1591,12,2019-03-25T00:00:00Z,677,3172,4553,3371,0.17134416543574593,0.1034047919293821,0.31363935866461673,0.4719667754375556,40.70689,-73.953488
6,28 ST,2022-04-11T00:00:00Z,508,1500,3378,10567,15,2019-04-15T00:00:00Z,862,3617,10831,35288,0.5893271461716937,0.41470832181365774,0.31188255932046904,0.2994502380412605,40.74307,-73.984264
BDFQ6,B'WAY-LAFAYETTE,2022-04-18T00:00:00Z,488,6501,2523,24814,16,2019-04-22T00:00:00Z,1005,16743,8208,81556,0.4855721393034826,0.38828166995162156,0.30738304093567254,0.3042571975084604,40.725297,-73.996204
NRW,23 ST,2022-01-24T00:00:00Z,336,2082,2696,11728,4,2020-01-27T00:00:00Z,591,2993,15225,54065,0.5685279187817259,0.6956231206147678,0.17707717569786535,0.21692407287524276,40.74130267,-73.989344
BDE,7 AV,2022-04-18T00:00:00Z,451,1740,1737,10740,16,2019-04-22T00:00:00Z,930,3610,4695,39896,0.48494623655913977,0.481994459833795,0.36996805111821085,0.2691999197914578,40.76297015,-73.98169782
A,80 ST,2022-01-10T00:00:00Z,318,232,3837,849,2,2020-01-13T00:00:00Z,618,547,7905,1977,0.5145631067961165,0.42413162705667273,0.4853889943074004,0.4294385432473445,40.679371,-73.858992
G,CLINTON-WASH AV,2022-01-10T00:00:00Z,56,396,1271,2714,2,2020-01-13T00:00:00Z,153,1498,4217,6599,0.3660130718954248,0.2643524699599466,0.3013990988854636,0.4112744355205334,40.688094,-73.966796
F,NEPTUNE AV,2022-03-07T00:00:00Z,0,0,1139,704,10,2019-03-11T00:00:00Z,0,0,3012,957,"NA","NA",0.37815405046480743,0.735632183908046,40.58073876,-73.97459273
23,WALL ST,2022-02-21T00:00:00Z,610,1441,3054,13468,8,2019-02-25T00:00:00Z,1656,3902,15218,73927,0.36835748792270534,0.3692977960020502,0.20068340123537914,0.18217971782975098,40.706821,-74.0091
AS,BEACH 105 ST,2022-01-10T00:00:00Z,15,11,172,24,2,2020-01-13T00:00:00Z,20,20,546,120,0.75,0.55,0.315018315018315,0.2,40.58326844,-73.82758075
FG,FT HAMILTON PKY,2022-02-28T00:00:00Z,107,570,4146,2663,9,2019-03-04T00:00:00Z,303,1225,7000,4519,0.35313531353135313,0.46530612244897956,0.5922857142857143,0.5892896658552778,40.65078167,-73.975776
JM,HEWES ST,2022-03-28T00:00:00Z,113,387,1451,1543,13,2019-04-01T00:00:00Z,634,3472,4691,3372,0.17823343848580442,0.11146313364055299,0.3093157109358346,0.45759193357058126,40.70689,-73.953488
S2345,BOTANIC GARDEN,2022-03-14T00:00:00Z,46,135,756,666,11,2019-03-18T00:00:00Z,85,348,1350,1633,0.5411764705882353,0.3879310344827586,0.56,0.4078383343539498,40.67034267,-73.959245
6,LONGWOOD AV,2022-02-07T00:00:00Z,254,280,2499,2841,6,2020-02-10T00:00:00Z,163,173,2007,1752,1.5582822085889572,1.6184971098265897,1.2451420029895366,1.6215753424657535,40.816104,-73.896435
1RW,SOUTH FERRY,2022-01-17T00:00:00Z,15,2,4536,4101,3,2020-01-20T00:00:00Z,812,2582,9849,20870,0.01847290640394089,7.74593338497289e-4,0.4605543710021322,0.19650215620507905,40.70173051,-74.01316896
1,18 ST,2022-02-14T00:00:00Z,283,1514,1904,6351,7,2019-02-18T00:00:00Z,504,3018,6622,16236,0.5615079365079365,0.5016567263088137,0.28752642706131076,0.3911677753141168,40.74104,-73.997871
6,110 ST,2022-04-11T00:00:00Z,497,1224,4373,6279,15,2019-04-15T00:00:00Z,861,2441,8374,12708,0.5772357723577236,0.5014338385907415,0.5222116073561022,0.4940982058545798,40.79502,-73.94425
1,103 ST,2022-01-17T00:00:00Z,256,1455,2578,6271,3,2020-01-20T00:00:00Z,511,3630,5935,13434,0.5009784735812133,0.40082644628099173,0.43437236731255263,0.4668006550543397,40.799446,-73.968379
3,SUTTER AV-RUTLD,2022-04-04T00:00:00Z,561,629,5768,2418,14,2019-04-08T00:00:00Z,895,1416,11529,5746,0.6268156424581005,0.4442090395480226,0.5003035822707954,0.42081447963800905,40.66476679,-73.92252119
2345,NEVINS ST,2022-01-31T00:00:00Z,554,1346,4033,7673,5,2020-02-03T00:00:00Z,1372,4271,14075,16802,0.4037900874635568,0.3151486771247951,0.2865364120781528,0.45667182478276397,40.68831058,-73.9804068
FJMZ,DELANCEY/ESSEX,2022-01-10T00:00:00Z,506,3213,4069,14785,2,2020-01-13T00:00:00Z,1458,11163,11540,37563,0.34705075445816186,0.2878258532652513,0.3525996533795494,0.39360540957857465,40.71868074,-73.98807807
6,WESTCHESTER SQ,2022-01-24T00:00:00Z,315,356,4247,4484,4,2020-01-27T00:00:00Z,1020,1094,9513,9661,0.3088235294117647,0.32541133455210236,0.4464417113423736,0.4641341476037677,40.839892,-73.842952
R,BAY RIDGE AV,2022-01-10T00:00:00Z,889,681,7033,3757,2,2020-01-13T00:00:00Z,1989,1858,17725,7451,0.4469582704876823,0.3665231431646932,0.3967842031029619,0.5042276204536303,40.63496667,-74.023377
FG,CARROLL ST,2022-02-21T00:00:00Z,558,1234,4829,6281,8,2019-02-25T00:00:00Z,1737,3405,28290,17218,0.32124352331606215,0.3624082232011747,0.17069635913750442,0.36479265884539436,40.68027335,-73.99494698
C,KINGSTON-THROOP,2022-03-07T00:00:00Z,400,635,5038,3569,10,2019-03-11T00:00:00Z,542,1842,5884,6743,0.7380073800738007,0.34473398479913137,0.8562202583276682,0.5292896336942013,40.679919,-73.940859
23,135 ST,2022-04-04T00:00:00Z,545,1300,5590,7680,14,2019-04-08T00:00:00Z,764,2307,13602,18923,0.7133507853403142,0.5635023840485479,0.4109689751507131,0.405855308354912,40.814229,-73.94077
G,BROADWAY,2022-02-14T00:00:00Z,239,653,2405,3453,7,2019-02-18T00:00:00Z,500,1984,3110,5483,0.478,0.32913306451612906,0.7733118971061094,0.629764727339048,40.70612658,-73.95031226
MR,GRAND-NEWTOWN,2022-04-04T00:00:00Z,1277,1512,14987,6359,14,2019-04-08T00:00:00Z,2646,4226,28088,14064,0.48261526832955404,0.35778513961192615,0.5335730561093706,0.45214732650739475,40.73681342,-73.87722086
25,225 ST,2022-01-24T00:00:00Z,257,236,3591,1230,4,2020-01-27T00:00:00Z,718,770,8114,2481,0.3579387186629526,0.3064935064935065,0.44256840029578504,0.4957678355501814,40.88802826,-73.86021462
A,OZONE PK LEFFRT,2022-04-18T00:00:00Z,726,606,8086,1917,16,2019-04-22T00:00:00Z,0,0,16020,3786,"NA","NA",0.5047440699126092,0.506339144215531,40.685951,-73.825798
AS,BEACH 105 ST,2022-03-14T00:00:00Z,4,9,233,53,11,2019-03-18T00:00:00Z,21,23,563,73,0.19047619047619047,0.391304347826087,0.413854351687389,0.726027397260274,40.58326844,-73.82758075
A,ROCKAWAY BLVD,2022-02-21T00:00:00Z,626,697,5602,2541,8,2019-02-25T00:00:00Z,1119,1489,13455,6053,0.5594280607685433,0.46809939556749497,0.4163507989594946,0.4197918387576408,40.680429,-73.843853
D,18 AV,2022-03-21T00:00:00Z,497,632,5481,2514,12,2019-03-25T00:00:00Z,865,1364,11736,4745,0.5745664739884393,0.4633431085043988,0.46702453987730064,0.5298208640674394,40.60773573,-74.00159259
G,CLINTON-WASH AV,2022-02-07T00:00:00Z,63,649,1561,3907,6,2020-02-10T00:00:00Z,141,1766,3758,7764,0.44680851063829785,0.3674971687429219,0.4153805215540181,0.503219989696033,40.688094,-73.966796
NQRW,49 ST,2022-04-04T00:00:00Z,334,4478,1214,16590,14,2019-04-08T00:00:00Z,779,10129,3352,57399,0.4287548138639281,0.4420969493533419,0.36217183770883055,0.28902942559974915,40.75980197,-73.98420957
6,WHITLOCK AV,2022-04-18T00:00:00Z,172,157,1373,727,16,2019-04-22T00:00:00Z,346,370,2455,1438,0.49710982658959535,0.4243243243243243,0.5592668024439919,0.5055632823365785,40.826525,-73.886283
6,3 AV 138 ST,2022-02-07T00:00:00Z,594,796,5179,4349,6,2020-02-10T00:00:00Z,970,1622,10327,9505,0.6123711340206186,0.4907521578298397,0.5015009199186599,0.45754865860073646,40.810476,-73.926138
25,WEST FARMS SQ,2022-01-17T00:00:00Z,428,526,3745,2690,3,2020-01-20T00:00:00Z,880,1352,6457,6187,0.4863636363636364,0.3890532544378698,0.5799907077590212,0.43478260869565216,40.84020763,-73.87996128
AC,UTICA AV,2022-02-07T00:00:00Z,811,1664,7934,6357,6,2020-02-10T00:00:00Z,1605,3947,17227,14190,0.5052959501557632,0.42158601469470486,0.46055610379056133,0.44799154334038055,40.679364,-73.930729
ACE,CANAL ST,2022-01-10T00:00:00Z,414,1847,2295,11761,2,2020-01-13T00:00:00Z,1179,5509,10547,56600,0.3511450381679389,0.33526955890361226,0.21759742106760216,0.20779151943462898,40.720824,-74.005229
N,20 AV,2022-03-21T00:00:00Z,672,267,5413,1214,12,2019-03-25T00:00:00Z,1094,383,9692,1363,0.6142595978062158,0.6971279373368147,0.5585018572018159,0.8906823184152605,40.617109,-73.984522
FG,FT HAMILTON PKY,2022-03-07T00:00:00Z,134,474,4079,2662,10,2019-03-11T00:00:00Z,635,1149,14374,4024,0.2110236220472441,0.412532637075718,0.2837762626965354,0.661530815109344,40.65078167,-73.975776
2345BDNQR,ATL AV-BARCLAY,2022-03-28T00:00:00Z,1037,7816,13655,29588,13,2019-04-01T00:00:00Z,1685,16197,28915,59889,0.6154302670623145,0.4825584984873742,0.47224623897630985,0.4940473208769557,40.68366567,-73.97881
JZ,104 ST,2022-01-03T00:00:00Z,402,214,2658,972,1,2020-01-06T00:00:00Z,0,0,4380,1650,"NA","NA",0.6068493150684932,0.5890909090909091,40.695166,-73.844435
45,BOWLING GREEN,2022-04-18T00:00:00Z,366,2687,4378,21662,16,2019-04-22T00:00:00Z,633,5731,9638,68912,0.5781990521327014,0.468853603210609,0.45424361900809296,0.3143429301137683,40.704914,-74.014008
R,77 ST,2022-01-17T00:00:00Z,563,523,4548,2154,3,2020-01-20T00:00:00Z,1292,1208,12465,4384,0.4357585139318885,0.4329470198675497,0.3648616125150421,0.49133211678832117,40.62974167,-74.02551
F,2 AV,2022-01-03T00:00:00Z,623,2012,3904,8503,1,2020-01-06T00:00:00Z,948,3649,22075,23683,0.6571729957805907,0.5513839408057002,0.1768516421291053,0.35903390617742686,40.72340167,-73.989938
1,79 ST,2022-03-14T00:00:00Z,323,2326,4011,9154,11,2019-03-18T00:00:00Z,693,5656,12659,20373,0.4660894660894661,0.41124469589816126,0.31684967216999765,0.4493201786678447,40.783934,-73.979917
A,DYCKMAN ST,2022-04-04T00:00:00Z,479,578,5957,2076,14,2019-04-08T00:00:00Z,1149,1770,15010,4706,0.41688424717145345,0.32655367231638416,0.3968687541638907,0.44113897152571185,40.865491,-73.927271
