linename,station,weekdate,week,weekend,weekday_am,weekday_pm
1,HOUSTON ST,2022-01-03T00:00:00Z,1,3026,544,5874
1,HOUSTON ST,2022-01-10T00:00:00Z,2,3038,593,6585
1,HOUSTON ST,2022-01-17T00:00:00Z,3,3116,543,6308
1,HOUSTON ST,2022-01-24T00:00:00Z,4,2699,592,7225
1,HOUSTON ST,2022-01-31T00:00:00Z,5,3777,610,7573
1,HOUSTON ST,2022-02-07T00:00:00Z,6,4666,713,8393
1,HOUSTON ST,2022-02-14T00:00:00Z,7,4975,707,8582
1,HOUSTON ST,2022-02-21T00:00:00Z,8,4554,477,7535
1,HOUSTON ST,2022-02-28T00:00:00Z,9,4092,709,9309
1,HOUSTON ST,2022-03-07T00:00:00Z,10,4478,758,9291
1,HOUSTON ST,2022-03-14T00:00:00Z,11,5042,1446,7589
1,HOUSTON ST,2022-03-21T00:00:00Z,12,4372,1469,7626
1,HOUSTON ST,2022-03-28T00:00:00Z,13,3895,1556,7305
1,HOUSTON ST,2022-04-04T00:00:00Z,14,5179,1588,7973
1,HOUSTON ST,2022-04-11T00:00:00Z,15,4337,1388,7015
1,HOUSTON ST,2022-04-18T00:00:00Z,16,4287,1173,7119
1,MARBLE HILL-225,2022-01-03T00:00:00Z,1,2261,3636,2392
1,MARBLE HILL-225,2022-01-10T00:00:00Z,2,2107,4165,2609
1,MARBLE HILL-225,2022-01-17T00:00:00Z,3,2480,4080,2675
1,MARBLE HILL-225,2022-01-24T00:00:00Z,4,1877,4991,3029
1,MARBLE HILL-225,2022-01-31T00:00:00Z,5,2361,4698,2779
1,MARBLE HILL-225,2022-02-07T00:00:00Z,6,2696,5297,3222
1,MARBLE HILL-225,2022-02-14T00:00:00Z,7,2623,5244,3368
1,MARBLE HILL-225,2022-02-21T00:00:00Z,8,2629,3822,2481
1,MARBLE HILL-225,2022-02-28T00:00:00Z,9,2690,5209,3302
1,MARBLE HILL-225,2022-03-07T00:00:00Z,10,2380,5034,3382
1,MARBLE HILL-225,2022-03-14T00:00:00Z,11,2986,3598,2641
1,MARBLE HILL-225,2022-03-21T00:00:00Z,12,2826,3677,2612
1,MARBLE HILL-225,2022-03-28T00:00:00Z,13,2876,3692,2554
1,MARBLE HILL-225,2022-04-04T00:00:00Z,14,2960,3735,2677
1,MARBLE HILL-225,2022-04-11T00:00:00Z,15,2745,3448,2542
1,MARBLE HILL-225,2022-04-18T00:00:00Z,16,2437,2831,2317
1,RECTOR ST,2022-01-03T00:00:00Z,1,1816,1808,4178
1,RECTOR ST,2022-01-10T00:00:00Z,2,2537,1906,4123
1,RECTOR ST,2022-01-17T00:00:00Z,3,32,1884,3996
1,RECTOR ST,2022-01-24T00:00:00Z,4,1560,2143,4631
1,RECTOR ST,2022-01-31T00:00:00Z,5,2452,2351,4716
1,RECTOR ST,2022-02-07T00:00:00Z,6,3206,2641,5375
1,RECTOR ST,2022-02-14T00:00:00Z,7,3285,2727,6048
1,RECTOR ST,2022-02-21T00:00:00Z,8,3085,2413,4839
1,RECTOR ST,2022-02-28T00:00:00Z,9,2662,2805,5904
1,RECTOR ST,2022-03-07T00:00:00Z,10,2745,2856,5826
1,RECTOR ST,2022-03-14T00:00:00Z,11,4066,895,5388
1,RECTOR ST,2022-03-21T00:00:00Z,12,3168,845,5148
1,RECTOR ST,2022-03-28T00:00:00Z,13,3339,909,4976
1,RECTOR ST,2022-04-04T00:00:00Z,14,3484,952,5661
1,RECTOR ST,2022-04-11T00:00:00Z,15,4222,850,5728
1,RECTOR ST,2022-04-18T00:00:00Z,16,3463,770,5199
1,ST. GEORGE,2022-01-03T00:00:00Z,1,2190,5542,6624
1,ST. GEORGE,2022-01-10T00:00:00Z,2,2030,6080,7340
1,ST. GEORGE,2022-01-17T00:00:00Z,3,2198,5704,6744
1,ST. GEORGE,2022-01-24T00:00:00Z,4,1765,6562,7923
1,ST. GEORGE,2022-01-31T00:00:00Z,5,2514,6494,7927
1,ST. GEORGE,2022-02-07T00:00:00Z,6,2769,7327,9092
1,ST. GEORGE,2022-02-14T00:00:00Z,7,2820,7556,9421
1,ST. GEORGE,2022-02-21T00:00:00Z,8,2764,5971,7336
1,ST. GEORGE,2022-02-28T00:00:00Z,9,2843,8091,9700
1,ST. GEORGE,2022-03-07T00:00:00Z,10,2370,6865,9904
1,ST. GEORGE,2022-03-14T00:00:00Z,11,3047,7481,9501
1,ST. GEORGE,2022-03-21T00:00:00Z,12,2960,6282,9268
1,ST. GEORGE,2022-03-28T00:00:00Z,13,3065,7430,9291
1,ST. GEORGE,2022-04-04T00:00:00Z,14,115,8047,7500
1,ST. GEORGE,2022-04-11T00:00:00Z,15,2942,7050,8841
1,ST. GEORGE,2022-04-18T00:00:00Z,16,405,5952,8084
1,TOMPKINSVILLE,2022-01-03T00:00:00Z,1,350,341,266
1,TOMPKINSVILLE,2022-01-10T00:00:00Z,2,268,459,292
1,TOMPKINSVILLE,2022-01-17T00:00:00Z,3,310,413,291
1,TOMPKINSVILLE,2022-01-24T00:00:00Z,4,233,466,318
1,TOMPKINSVILLE,2022-01-31T00:00:00Z,5,334,426,310
1,TOMPKINSVILLE,2022-02-07T00:00:00Z,6,386,479,326
1,TOMPKINSVILLE,2022-02-14T00:00:00Z,7,387,445,297
1,TOMPKINSVILLE,2022-02-21T00:00:00Z,8,389,339,341
1,TOMPKINSVILLE,2022-02-28T00:00:00Z,9,374,462,348
1,TOMPKINSVILLE,2022-03-07T00:00:00Z,10,363,397,328
1,TOMPKINSVILLE,2022-03-14T00:00:00Z,11,356,556,597
1,TOMPKINSVILLE,2022-03-21T00:00:00Z,12,366,585,483
1,TOMPKINSVILLE,2022-03-28T00:00:00Z,13,356,613,604
1,TOMPKINSVILLE,2022-04-04T00:00:00Z,14,24,584,599
1,TOMPKINSVILLE,2022-04-11T00:00:00Z,15,413,573,547
1,TOMPKINSVILLE,2022-04-18T00:00:00Z,16,26,501,512
1,V.CORTLANDT PK,2022-01-03T00:00:00Z,1,2451,5550,2612
1,V.CORTLANDT PK,2022-01-10T00:00:00Z,2,2392,6558,3022
1,V.CORTLANDT PK,2022-01-17T00:00:00Z,3,2947,6277,3040
1,V.CORTLANDT PK,2022-01-24T00:00:00Z,4,1854,7226,3795
1,V.CORTLANDT PK,2022-01-31T00:00:00Z,5,2789,7336,3583
1,V.CORTLANDT PK,2022-02-07T00:00:00Z,6,3332,8115,4103
1,V.CORTLANDT PK,2022-02-14T00:00:00Z,7,3203,8161,4086
1,V.CORTLANDT PK,2022-02-21T00:00:00Z,8,3225,6420,3471
1,V.CORTLANDT PK,2022-02-28T00:00:00Z,9,3374,8225,4145
1,V.CORTLANDT PK,2022-03-07T00:00:00Z,10,65,8315,4113
1,V.CORTLANDT PK,2022-03-14T00:00:00Z,11,3496,7408,2863
1,V.CORTLANDT PK,2022-03-21T00:00:00Z,12,225,7320,2924
1,V.CORTLANDT PK,2022-03-28T00:00:00Z,13,3383,7403,3170
1,V.CORTLANDT PK,2022-04-04T00:00:00Z,14,3622,7602,3340
1,V.CORTLANDT PK,2022-04-11T00:00:00Z,15,3376,7023,3132
1,V.CORTLANDT PK,2022-04-18T00:00:00Z,16,3267,6445,3079
1,WTC-CORTLANDT,2022-01-03T00:00:00Z,1,3815,1662,5535
1,WTC-CORTLANDT,2022-01-10T00:00:00Z,2,4073,2109,4956
1,WTC-CORTLANDT,2022-01-17T00:00:00Z,3,133,1905,4551
1,WTC-CORTLANDT,2022-01-24T00:00:00Z,4,2592,2140,5360
1,WTC-CORTLANDT,2022-01-31T00:00:00Z,5,4856,2171,6013
1,WTC-CORTLANDT,2022-02-07T00:00:00Z,6,5744,2412,6615
1,WTC-CORTLANDT,2022-02-14T00:00:00Z,7,7251,2360,7254
1,WTC-CORTLANDT,2022-02-21T00:00:00Z,8,5913,1973,7094
1,WTC-CORTLANDT,2022-02-28T00:00:00Z,9,4901,2587,7725
1,WTC-CORTLANDT,2022-03-07T00:00:00Z,10,5593,2438,7927
1,WTC-CORTLANDT,2022-03-14T00:00:00Z,11,6764,4163,7456
1,WTC-CORTLANDT,2022-03-21T00:00:00Z,12,5844,4052,6670
1,WTC-CORTLANDT,2022-03-28T00:00:00Z,13,6292,4368,6678
1,WTC-CORTLANDT,2022-04-04T00:00:00Z,14,7373,4620,7347
1,WTC-CORTLANDT,2022-04-11T00:00:00Z,15,8172,4099,8462
1,WTC-CORTLANDT,2022-04-18T00:00:00Z,16,6398,3916,7424
123,72 ST,2022-01-03T00:00:00Z,1,15602,4164,22616
123,72 ST,2022-01-10T00:00:00Z,2,15188,4568,24260
123,72 ST,2022-01-17T00:00:00Z,3,17440,4236,23552
123,72 ST,2022-01-24T00:00:00Z,4,14340,4909,25704
123,72 ST,2022-01-31T00:00:00Z,5,18671,4946,26242
123,72 ST,2022-02-07T00:00:00Z,6,23321,5562,27706
123,72 ST,2022-02-14T00:00:00Z,7,20467,5567,27502
123,72 ST,2022-02-21T00:00:00Z,8,22281,3538,24166
123,72 ST,2022-02-28T00:00:00Z,9,20423,5786,27762
123,72 ST,2022-03-07T00:00:00Z,10,19877,5795,27759
123,72 ST,2022-03-14T00:00:00Z,11,22015,10919,22165
123,72 ST,2022-03-21T00:00:00Z,12,21741,11175,21387
123,72 ST,2022-03-28T00:00:00Z,13,20805,11975,20905
123,72 ST,2022-04-04T00:00:00Z,14,21581,12220,22741
123,72 ST,2022-04-11T00:00:00Z,15,19076,10726,22300
123,72 ST,2022-04-18T00:00:00Z,16,20555,8567,20976
123,96 ST,2022-01-03T00:00:00Z,1,14091,6086,18165
123,96 ST,2022-01-10T00:00:00Z,2,13556,7370,20097
123,96 ST,2022-01-17T00:00:00Z,3,15535,6444,19173
123,96 ST,2022-01-24T00:00:00Z,4,12358,7571,21805
123,96 ST,2022-01-31T00:00:00Z,5,28847,7558,21766
123,96 ST,2022-02-07T00:00:00Z,6,18940,8571,23637
123,96 ST,2022-02-14T00:00:00Z,7,17593,8611,23117
123,96 ST,2022-02-21T00:00:00Z,8,18022,5355,19901
123,96 ST,2022-02-28T00:00:00Z,9,18069,8921,23340
123,96 ST,2022-03-07T00:00:00Z,10,16633,8759,23262
123,96 ST,2022-03-14T00:00:00Z,11,18295,15723,17899
123,96 ST,2022-03-21T00:00:00Z,12,19178,16008,17568
123,96 ST,2022-03-28T00:00:00Z,13,18120,17453,18240
123,96 ST,2022-04-04T00:00:00Z,14,18972,17431,18610
123,96 ST,2022-04-11T00:00:00Z,15,16821,15159,17672
123,96 ST,2022-04-18T00:00:00Z,16,29993,11615,16543
123,CHAMBERS ST,2022-01-03T00:00:00Z,1,3271,2835,16095
123,CHAMBERS ST,2022-01-10T00:00:00Z,2,2906,3395,17023
123,CHAMBERS ST,2022-01-17T00:00:00Z,3,3727,3117,13945
123,CHAMBERS ST,2022-01-24T00:00:00Z,4,3049,3875,18559
123,CHAMBERS ST,2022-01-31T00:00:00Z,5,4984,4119,18148
123,CHAMBERS ST,2022-02-07T00:00:00Z,6,4964,4577,22483
123,CHAMBERS ST,2022-02-14T00:00:00Z,7,5396,4568,22354
123,CHAMBERS ST,2022-02-21T00:00:00Z,8,5066,3327,13340
123,CHAMBERS ST,2022-02-28T00:00:00Z,9,5383,4751,21753
123,CHAMBERS ST,2022-03-07T00:00:00Z,10,4415,4769,23692
123,CHAMBERS ST,2022-03-14T00:00:00Z,11,4996,1232,17941
123,CHAMBERS ST,2022-03-21T00:00:00Z,12,5260,1232,17242
123,CHAMBERS ST,2022-03-28T00:00:00Z,13,5968,1302,17585
123,CHAMBERS ST,2022-04-04T00:00:00Z,14,5995,1534,17904
123,CHAMBERS ST,2022-04-11T00:00:00Z,15,5143,1295,16550
123,CHAMBERS ST,2022-04-18T00:00:00Z,16,5569,1112,12824
1237ACENQRSW,TIMES SQ-42 ST,2022-01-03T00:00:00Z,1,65214,59939,75488
1237ACENQRSW,TIMES SQ-42 ST,2022-01-10T00:00:00Z,2,66740,64285,79530
1237ACENQRSW,TIMES SQ-42 ST,2022-01-17T00:00:00Z,3,67736,60342,76775
1237ACENQRSW,TIMES SQ-42 ST,2022-01-24T00:00:00Z,4,51631,71176,86580
1237ACENQRSW,TIMES SQ-42 ST,2022-01-31T00:00:00Z,5,73353,73536,86842
1237ACENQRSW,TIMES SQ-42 ST,2022-02-07T00:00:00Z,6,85770,80619,93472
1237ACENQRSW,TIMES SQ-42 ST,2022-02-14T00:00:00Z,7,81937,80918,94850
1237ACENQRSW,TIMES SQ-42 ST,2022-02-21T00:00:00Z,8,85941,69084,92628
1237ACENQRSW,TIMES SQ-42 ST,2022-02-28T00:00:00Z,9,85653,85741,99610
1237ACENQRSW,TIMES SQ-42 ST,2022-03-07T00:00:00Z,10,83556,87486,100413
1237ACENQRSW,TIMES SQ-42 ST,2022-03-14T00:00:00Z,11,98201,60542,106975
1237ACENQRSW,TIMES SQ-42 ST,2022-03-21T00:00:00Z,12,96484,60274,104280
1237ACENQRSW,TIMES SQ-42 ST,2022-03-28T00:00:00Z,13,92948,61059,105215
1237ACENQRSW,TIMES SQ-42 ST,2022-04-04T00:00:00Z,14,105102,60731,108778
1237ACENQRSW,TIMES SQ-42 ST,2022-04-11T00:00:00Z,15,107713,57261,109427
1237ACENQRSW,TIMES SQ-42 ST,2022-04-18T00:00:00Z,16,99352,52040,108350
123ACE,34 ST-PENN STA,2022-01-03T00:00:00Z,1,41636,56959,52516
123ACE,34 ST-PENN STA,2022-01-10T00:00:00Z,2,41641,59872,53826
123ACE,34 ST-PENN STA,2022-01-17T00:00:00Z,3,46181,60469,53797
123ACE,34 ST-PENN STA,2022-01-24T00:00:00Z,4,34704,72582,58012
123ACE,34 ST-PENN STA,2022-01-31T00:00:00Z,5,47930,75348,62353
123ACE,34 ST-PENN STA,2022-02-07T00:00:00Z,6,52552,86588,67031
123ACE,34 ST-PENN STA,2022-02-14T00:00:00Z,7,40688,89163,68639
123ACE,34 ST-PENN STA,2022-02-21T00:00:00Z,8,53766,65174,61714
123ACE,34 ST-PENN STA,2022-02-28T00:00:00Z,9,61050,96349,70429
123ACE,34 ST-PENN STA,2022-03-07T00:00:00Z,10,57123,94392,71509
123ACE,34 ST-PENN STA,2022-03-14T00:00:00Z,11,62152,69173,74284
123ACE,34 ST-PENN STA,2022-03-21T00:00:00Z,12,68452,71592,73190
123ACE,34 ST-PENN STA,2022-03-28T00:00:00Z,13,63167,74449,73271
123ACE,34 ST-PENN STA,2022-04-04T00:00:00Z,14,68901,75479,74545
123ACE,34 ST-PENN STA,2022-04-11T00:00:00Z,15,63140,67860,74030
123ACE,34 ST-PENN STA,2022-04-18T00:00:00Z,16,64781,58788,74506
1ABCD,59 ST COLUMBUS,2022-01-03T00:00:00Z,1,22694,12131,41847
1ABCD,59 ST COLUMBUS,2022-01-10T00:00:00Z,2,21671,12932,44924
1ABCD,59 ST COLUMBUS,2022-01-17T00:00:00Z,3,23429,12601,44467
1ABCD,59 ST COLUMBUS,2022-01-24T00:00:00Z,4,22041,15193,51116
1ABCD,59 ST COLUMBUS,2022-01-31T00:00:00Z,5,28320,16176,56594
1ABCD,59 ST COLUMBUS,2022-02-07T00:00:00Z,6,31476,17587,61324
1ABCD,59 ST COLUMBUS,2022-02-14T00:00:00Z,7,29316,17685,61174
1ABCD,59 ST COLUMBUS,2022-02-21T00:00:00Z,8,28748,15329,50842
1ABCD,59 ST COLUMBUS,2022-02-28T00:00:00Z,9,29547,18435,63790
1ABCD,59 ST COLUMBUS,2022-03-07T00:00:00Z,10,26611,18515,64402
1ABCD,59 ST COLUMBUS,2022-03-14T00:00:00Z,11,39756,5667,57429
1ABCD,59 ST COLUMBUS,2022-03-21T00:00:00Z,12,34893,5683,57080
1ABCD,59 ST COLUMBUS,2022-03-28T00:00:00Z,13,33704,6030,58534
1ABCD,59 ST COLUMBUS,2022-04-04T00:00:00Z,14,36009,6232,59566
1ABCD,59 ST COLUMBUS,2022-04-11T00:00:00Z,15,33164,5845,57816
1ABCD,59 ST COLUMBUS,2022-04-18T00:00:00Z,16,36343,5418,52811
1RW,SOUTH FERRY,2022-01-03T00:00:00Z,1,4253,4154,5464
1RW,SOUTH FERRY,2022-01-10T00:00:00Z,2,4450,4718,4357
1RW,SOUTH FERRY,2022-01-17T00:00:00Z,3,166,4536,4101
1RW,SOUTH FERRY,2022-01-24T00:00:00Z,4,2768,4952,4500
1RW,SOUTH FERRY,2022-01-31T00:00:00Z,5,5370,4883,4715
1RW,SOUTH FERRY,2022-02-07T00:00:00Z,6,6258,5692,5800
1RW,SOUTH FERRY,2022-02-14T00:00:00Z,7,7095,5773,6469
1RW,SOUTH FERRY,2022-02-21T00:00:00Z,8,6995,4476,6800
1RW,SOUTH FERRY,2022-02-28T00:00:00Z,9,5976,5794,7172
1RW,SOUTH FERRY,2022-03-07T00:00:00Z,10,6191,5751,7421
1RW,SOUTH FERRY,2022-03-14T00:00:00Z,11,7827,8399,7448
1RW,SOUTH FERRY,2022-03-21T00:00:00Z,12,7054,8381,6501
1RW,SOUTH FERRY,2022-03-28T00:00:00Z,13,7261,8539,5699
1RW,SOUTH FERRY,2022-04-04T00:00:00Z,14,7900,8538,6693
1RW,SOUTH FERRY,2022-04-11T00:00:00Z,15,9466,7499,8938
1RW,SOUTH FERRY,2022-04-18T00:00:00Z,16,7240,6711,7835
2,WAKEFIELD/241,2022-01-03T00:00:00Z,1,2444,3501,1955
2,WAKEFIELD/241,2022-01-10T00:00:00Z,2,2247,3889,2083
2,WAKEFIELD/241,2022-01-17T00:00:00Z,3,2513,3817,2053
2,WAKEFIELD/241,2022-01-24T00:00:00Z,4,1899,4399,2137
2,WAKEFIELD/241,2022-01-31T00:00:00Z,5,2631,4174,2117
2,WAKEFIELD/241,2022-02-07T00:00:00Z,6,2668,4876,2255
2,WAKEFIELD/241,2022-02-14T00:00:00Z,7,2651,4612,2184
2,WAKEFIELD/241,2022-02-21T00:00:00Z,8,2637,2902,2062
2,WAKEFIELD/241,2022-02-28T00:00:00Z,9,2692,4900,2204
2,WAKEFIELD/241,2022-03-07T00:00:00Z,10,2595,4839,2255
2,WAKEFIELD/241,2022-03-14T00:00:00Z,11,2815,5455,1874
2,WAKEFIELD/241,2022-03-21T00:00:00Z,12,2871,5531,1874
2,WAKEFIELD/241,2022-03-28T00:00:00Z,13,2753,5375,1816
2,WAKEFIELD/241,2022-04-04T00:00:00Z,14,2800,5487,1821
2,WAKEFIELD/241,2022-04-11T00:00:00Z,15,2755,4887,1746
2,WAKEFIELD/241,2022-04-18T00:00:00Z,16,2723,3932,1768
23,116 ST,2022-01-03T00:00:00Z,1,4427,3277,4872
23,116 ST,2022-01-10T00:00:00Z,2,4214,3577,5383
23,116 ST,2022-01-17T00:00:00Z,3,4666,4609,5106
23,116 ST,2022-01-24T00:00:00Z,4,3640,4047,5698
23,116 ST,2022-01-31T00:00:00Z,5,4998,3829,5611
23,116 ST,2022-02-07T00:00:00Z,6,5128,4405,6318
23,116 ST,2022-02-14T00:00:00Z,7,5374,4319,6203
23,116 ST,2022-02-21T00:00:00Z,8,5466,2646,4904
23,116 ST,2022-02-28T00:00:00Z,9,5469,4548,6457
23,116 ST,2022-03-07T00:00:00Z,10,5136,4407,6283
23,116 ST,2022-03-14T00:00:00Z,11,5764,7080,5047
23,116 ST,2022-03-21T00:00:00Z,12,5886,7228,4807
23,116 ST,2022-03-28T00:00:00Z,13,5650,7444,4531
23,116 ST,2022-04-04T00:00:00Z,14,6020,6952,4794
23,116 ST,2022-04-11T00:00:00Z,15,5918,6816,4522
23,116 ST,2022-04-18T00:00:00Z,16,6003,5140,4051
23,125 ST,2022-01-03T00:00:00Z,1,5982,3248,7052
23,125 ST,2022-01-10T00:00:00Z,2,5364,3199,8054
23,125 ST,2022-01-17T00:00:00Z,3,6145,3061,7769
23,125 ST,2022-01-24T00:00:00Z,4,4582,3533,8814
23,125 ST,2022-01-31T00:00:00Z,5,6725,3347,8839
23,125 ST,2022-02-07T00:00:00Z,6,7048,3852,9693
23,125 ST,2022-02-14T00:00:00Z,7,7177,4020,9816
23,125 ST,2022-02-21T00:00:00Z,8,7318,2497,8427
23,125 ST,2022-02-28T00:00:00Z,9,7502,4037,10256
23,125 ST,2022-03-07T00:00:00Z,10,7109,3990,10242
23,125 ST,2022-03-14T00:00:00Z,11,7949,6246,8474
23,125 ST,2022-03-21T00:00:00Z,12,7289,6456,8346
23,125 ST,2022-03-28T00:00:00Z,13,7755,6443,7361
23,125 ST,2022-04-04T00:00:00Z,14,8516,6205,8711
23,125 ST,2022-04-11T00:00:00Z,15,8257,5843,8701
23,125 ST,2022-04-18T00:00:00Z,16,8296,5050,7590
23,135 ST,2022-01-03T00:00:00Z,1,5117,7526,7654
23,135 ST,2022-01-10T00:00:00Z,2,4880,8437,8158
23,135 ST,2022-01-17T00:00:00Z,3,5475,8021,7743
23,135 ST,2022-01-24T00:00:00Z,4,4368,9407,8911
23,135 ST,2022-01-31T00:00:00Z,5,6372,9082,9293
23,135 ST,2022-02-07T00:00:00Z,6,6404,10290,9825
23,135 ST,2022-02-14T00:00:00Z,7,6013,10144,9525
23,135 ST,2022-02-21T00:00:00Z,8,6139,7546,7592
23,135 ST,2022-02-28T00:00:00Z,9,6168,10190,9611
23,135 ST,2022-03-07T00:00:00Z,10,5672,10322,9623
23,135 ST,2022-03-14T00:00:00Z,11,6444,5474,8048
23,135 ST,2022-03-21T00:00:00Z,12,6188,5312,7890
23,135 ST,2022-03-28T00:00:00Z,13,6512,5570,7545
23,135 ST,2022-04-04T00:00:00Z,14,6558,5590,7680
23,135 ST,2022-04-11T00:00:00Z,15,6400,5145,7560
23,135 ST,2022-04-18T00:00:00Z,16,7135,4202,5961
23,BERGEN ST,2022-01-03T00:00:00Z,1,1484,1813,1902
23,BERGEN ST,2022-01-10T00:00:00Z,2,1184,2214,2007
23,BERGEN ST,2022-01-17T00:00:00Z,3,968,2051,1960
23,BERGEN ST,2022-01-24T00:00:00Z,4,1227,2555,2100
23,BERGEN ST,2022-01-31T00:00:00Z,5,1209,2624,2119
23,BERGEN ST,2022-02-07T00:00:00Z,6,1213,2865,2282
23,BERGEN ST,2022-02-14T00:00:00Z,7,1426,2776,2161
23,BERGEN ST,2022-02-21T00:00:00Z,8,1063,1899,1672
23,BERGEN ST,2022-02-28T00:00:00Z,9,1107,3001,2294
23,BERGEN ST,2022-03-07T00:00:00Z,10,1689,2975,2207
23,BERGEN ST,2022-03-14T00:00:00Z,11,1568,875,1992
23,BERGEN ST,2022-03-21T00:00:00Z,12,1719,941,1944
23,BERGEN ST,2022-03-28T00:00:00Z,13,599,1006,2028
23,BERGEN ST,2022-04-04T00:00:00Z,14,1652,1003,1845
23,BERGEN ST,2022-04-11T00:00:00Z,15,1635,842,1860
23,BERGEN ST,2022-04-18T00:00:00Z,16,2124,617,1665
23,CENTRAL PK N110,2022-01-03T00:00:00Z,1,3150,4471,4390
23,CENTRAL PK N110,2022-01-10T00:00:00Z,2,2932,4999,4954
23,CENTRAL PK N110,2022-01-17T00:00:00Z,3,3359,4721,4524
23,CENTRAL PK N110,2022-01-24T00:00:00Z,4,2822,5735,5001
23,CENTRAL PK N110,2022-01-31T00:00:00Z,5,3632,5384,4947
23,CENTRAL PK N110,2022-02-07T00:00:00Z,6,3529,6334,5661
23,CENTRAL PK N110,2022-02-14T00:00:00Z,7,3598,6152,5451
23,CENTRAL PK N110,2022-02-21T00:00:00Z,8,3748,4293,4059
23,CENTRAL PK N110,2022-02-28T00:00:00Z,9,3772,6408,5414
23,CENTRAL PK N110,2022-03-07T00:00:00Z,10,3253,6695,5236
23,CENTRAL PK N110,2022-03-14T00:00:00Z,11,4159,2875,4282
23,CENTRAL PK N110,2022-03-21T00:00:00Z,12,4193,3069,3930
23,CENTRAL PK N110,2022-03-28T00:00:00Z,13,4044,3009,3738
23,CENTRAL PK N110,2022-04-04T00:00:00Z,14,4271,3023,4252
23,CENTRAL PK N110,2022-04-11T00:00:00Z,15,4022,2883,4204
23,CENTRAL PK N110,2022-04-18T00:00:00Z,16,4473,2233,3607
23,CLARK ST,2022-01-24T00:00:00Z,4,0,,
23,CLARK ST,2022-01-31T00:00:00Z,5,0,0,0
23,CLARK ST,2022-02-07T00:00:00Z,6,0,0,0
23,CLARK ST,2022-02-14T00:00:00Z,7,0,0,0
23,CLARK ST,2022-02-21T00:00:00Z,8,0,1,0
23,CLARK ST,2022-02-28T00:00:00Z,9,0,0,0
23,CLARK ST,2022-03-07T00:00:00Z,10,0,0,0
23,CLARK ST,2022-03-14T00:00:00Z,11,0,0,
23,CLARK ST,2022-03-21T00:00:00Z,12,1,0,0
23,CLARK ST,2022-03-28T00:00:00Z,13,0,0,0
23,CLARK ST,2022-04-04T00:00:00Z,14,0,0,0
23,CLARK ST,2022-04-11T00:00:00Z,15,0,0,0
23,CLARK ST,2022-04-18T00:00:00Z,16,10,0,0
23,EASTN PKWY-MUSM,2022-01-03T00:00:00Z,1,2371,2014,2619
23,EASTN PKWY-MUSM,2022-01-10T00:00:00Z,2,1994,2435,2992
23,EASTN PKWY-MUSM,2022-01-17T00:00:00Z,3,1721,2244,2479
23,EASTN PKWY-MUSM,2022-01-24T00:00:00Z,4,1812,2699,2815
23,EASTN PKWY-MUSM,2022-01-31T00:00:00Z,5,2166,2849,2960
23,EASTN PKWY-MUSM,2022-02-07T00:00:00Z,6,2326,3130,3149
23,EASTN PKWY-MUSM,2022-02-14T00:00:00Z,7,3312,3059,3309
23,EASTN PKWY-MUSM,2022-02-21T00:00:00Z,8,1652,2219,2290
23,EASTN PKWY-MUSM,2022-02-28T00:00:00Z,9,1815,3201,2662
23,EASTN PKWY-MUSM,2022-03-07T00:00:00Z,10,2158,3160,2753
23,EASTN PKWY-MUSM,2022-03-14T00:00:00Z,11,1992,1170,2445
23,EASTN PKWY-MUSM,2022-03-21T00:00:00Z,12,2369,1128,2498
23,EASTN PKWY-MUSM,2022-03-28T00:00:00Z,13,1885,1344,2169
23,EASTN PKWY-MUSM,2022-04-04T00:00:00Z,14,2517,1316,2569
23,EASTN PKWY-MUSM,2022-04-11T00:00:00Z,15,2828,1094,2757
23,EASTN PKWY-MUSM,2022-04-18T00:00:00Z,16,3987,870,2661
23,GRAND ARMY PLAZ,2022-01-03T00:00:00Z,1,2183,3763,3985
23,GRAND ARMY PLAZ,2022-01-10T00:00:00Z,2,1855,4431,4903
23,GRAND ARMY PLAZ,2022-01-17T00:00:00Z,3,1949,3979,4605
23,GRAND ARMY PLAZ,2022-01-24T00:00:00Z,4,2120,4789,5226
23,GRAND ARMY PLAZ,2022-01-31T00:00:00Z,5,2522,5061,5141
23,GRAND ARMY PLAZ,2022-02-07T00:00:00Z,6,2572,5696,5522
23,GRAND ARMY PLAZ,2022-02-14T00:00:00Z,7,2414,5560,5345
23,GRAND ARMY PLAZ,2022-02-21T00:00:00Z,8,2281,3664,4000
23,GRAND ARMY PLAZ,2022-02-28T00:00:00Z,9,2436,5932,5344
23,GRAND ARMY PLAZ,2022-03-07T00:00:00Z,10,2410,5871,5368
23,GRAND ARMY PLAZ,2022-03-14T00:00:00Z,11,2639,1782,4526
23,GRAND ARMY PLAZ,2022-03-21T00:00:00Z,12,2958,1831,4449
23,GRAND ARMY PLAZ,2022-03-28T00:00:00Z,13,1706,2110,4589
23,GRAND ARMY PLAZ,2022-04-04T00:00:00Z,14,2813,2139,4612
23,GRAND ARMY PLAZ,2022-04-11T00:00:00Z,15,2997,1736,4141
23,GRAND ARMY PLAZ,2022-04-18T00:00:00Z,16,4298,1367,3836
23,HOYT ST,2022-01-03T00:00:00Z,1,2243,1712,6050
23,HOYT ST,2022-01-10T00:00:00Z,2,95,1866,6740
23,HOYT ST,2022-01-17T00:00:00Z,3,2851,2047,6029
