linename,station,weekdate,week,weekend,weekday_am,weekday_pm
EM6,LEXINGTON AV/53,2022-02-14T00:00:00Z,7,4404,7236,33939
EM6,LEXINGTON AV/53,2022-02-21T00:00:00Z,8,3725,5732,26995
EM6,LEXINGTON AV/53,2022-02-28T00:00:00Z,9,9518,7641,36037
EM6,LEXINGTON AV/53,2022-03-07T00:00:00Z,10,9249,7615,36576
EM6,LEXINGTON AV/53,2022-03-14T00:00:00Z,11,9836,2364,33846
EM6,LEXINGTON AV/53,2022-03-21T00:00:00Z,12,10699,2396,34043
EM6,LEXINGTON AV/53,2022-03-28T00:00:00Z,13,10118,2403,34936
EM6,LEXINGTON AV/53,2022-04-04T00:00:00Z,14,10495,2560,36579
EM6,LEXINGTON AV/53,2022-04-11T00:00:00Z,15,9683,2240,32143
EM6,LEXINGTON AV/53,2022-04-18T00:00:00Z,16,10159,1926,32269
EMG7,COURT SQ,2022-01-03T00:00:00Z,1,5883,6107,14834
EMG7,COURT SQ,2022-01-10T00:00:00Z,2,5912,6629,16553
EMG7,COURT SQ,2022-01-17T00:00:00Z,3,6698,6512,15856
EMG7,COURT SQ,2022-01-24T00:00:00Z,4,4821,7588,17612
EMG7,COURT SQ,2022-01-31T00:00:00Z,5,6619,7621,17472
EMG7,COURT SQ,2022-02-07T00:00:00Z,6,6771,8729,19762
EMG7,COURT SQ,2022-02-14T00:00:00Z,7,6712,9232,19702
EMG7,COURT SQ,2022-02-21T00:00:00Z,8,6896,7073,15080
EMG7,COURT SQ,2022-02-28T00:00:00Z,9,10324,9342,20057
EMG7,COURT SQ,2022-03-07T00:00:00Z,10,8824,9657,20100
EMG7,COURT SQ,2022-03-14T00:00:00Z,11,8351,3687,17955
EMG7,COURT SQ,2022-03-21T00:00:00Z,12,10740,3916,18065
EMG7,COURT SQ,2022-03-28T00:00:00Z,13,8638,3919,17566
EMG7,COURT SQ,2022-04-04T00:00:00Z,14,8775,4191,17589
EMG7,COURT SQ,2022-04-11T00:00:00Z,15,10006,3734,16386
EMG7,COURT SQ,2022-04-18T00:00:00Z,16,8318,3235,15525
EMR,QUEENS PLAZA,2022-01-03T00:00:00Z,1,3448,1634,6454
EMR,QUEENS PLAZA,2022-01-10T00:00:00Z,2,3542,1954,7229
EMR,QUEENS PLAZA,2022-01-17T00:00:00Z,3,3393,2052,6643
EMR,QUEENS PLAZA,2022-01-24T00:00:00Z,4,2974,2140,7925
EMR,QUEENS PLAZA,2022-01-31T00:00:00Z,5,3355,2151,7816
EMR,QUEENS PLAZA,2022-02-07T00:00:00Z,6,3202,2424,8750
EMR,QUEENS PLAZA,2022-02-14T00:00:00Z,7,3083,2390,8718
EMR,QUEENS PLAZA,2022-02-21T00:00:00Z,8,3423,1745,6554
EMR,QUEENS PLAZA,2022-02-28T00:00:00Z,9,5931,2473,9023
EMR,QUEENS PLAZA,2022-03-07T00:00:00Z,10,6098,2275,9510
EMR,QUEENS PLAZA,2022-03-14T00:00:00Z,11,4700,4001,7221
EMR,QUEENS PLAZA,2022-03-21T00:00:00Z,12,6059,4229,7614
EMR,QUEENS PLAZA,2022-03-28T00:00:00Z,13,4643,3839,7075
EMR,QUEENS PLAZA,2022-04-04T00:00:00Z,14,5478,4218,7252
EMR,QUEENS PLAZA,2022-04-11T00:00:00Z,15,5705,4138,6774
EMR,QUEENS PLAZA,2022-04-18T00:00:00Z,16,5136,3801,6079
F,169 ST,2022-01-03T00:00:00Z,1,3196,5695,3664
F,169 ST,2022-01-10T00:00:00Z,2,2362,6231,3906
F,169 ST,2022-01-17T00:00:00Z,3,3272,5830,3983
F,169 ST,2022-01-24T00:00:00Z,4,2336,6730,4956
F,169 ST,2022-01-31T00:00:00Z,5,3490,6473,4139
F,169 ST,2022-02-07T00:00:00Z,6,3674,7310,4933
F,169 ST,2022-02-14T00:00:00Z,7,3475,7223,4775
F,169 ST,2022-02-21T00:00:00Z,8,3671,5495,3447
F,169 ST,2022-02-28T00:00:00Z,9,3671,7142,4796
F,169 ST,2022-03-07T00:00:00Z,10,3261,7405,5017
F,169 ST,2022-03-14T00:00:00Z,11,3929,5723,3711
F,169 ST,2022-03-21T00:00:00Z,12,3972,5771,3621
F,169 ST,2022-03-28T00:00:00Z,13,3701,5739,3438
F,169 ST,2022-04-04T00:00:00Z,14,4049,5751,3317
F,169 ST,2022-04-11T00:00:00Z,15,3813,5383,3180
F,169 ST,2022-04-18T00:00:00Z,16,3970,4354,3048
F,18 AV,2022-01-03T00:00:00Z,1,978,3209,2539
F,18 AV,2022-01-10T00:00:00Z,2,16,3411,2767
F,18 AV,2022-01-17T00:00:00Z,3,1240,3298,2546
F,18 AV,2022-01-24T00:00:00Z,4,1015,3562,2732
F,18 AV,2022-01-31T00:00:00Z,5,1394,3479,2817
F,18 AV,2022-02-07T00:00:00Z,6,1518,3891,3068
F,18 AV,2022-02-14T00:00:00Z,7,13,3800,3032
F,18 AV,2022-02-21T00:00:00Z,8,9,2373,2171
F,18 AV,2022-02-28T00:00:00Z,9,1,3925,3072
F,18 AV,2022-03-07T00:00:00Z,10,10,3863,3039
F,18 AV,2022-03-14T00:00:00Z,11,54,2601,2545
F,18 AV,2022-03-21T00:00:00Z,12,54,2640,2752
F,18 AV,2022-03-28T00:00:00Z,13,1372,2576,2729
F,18 AV,2022-04-04T00:00:00Z,14,1652,2508,2589
F,18 AV,2022-04-11T00:00:00Z,15,1511,2251,2478
F,18 AV,2022-04-18T00:00:00Z,16,1758,1852,1614
F,2 AV,2022-01-03T00:00:00Z,1,6864,3904,8503
F,2 AV,2022-01-10T00:00:00Z,2,7000,4225,8869
F,2 AV,2022-01-17T00:00:00Z,3,8051,4036,8594
F,2 AV,2022-01-24T00:00:00Z,4,6710,4839,9247
F,2 AV,2022-01-31T00:00:00Z,5,9218,5068,9336
F,2 AV,2022-02-07T00:00:00Z,6,10623,5274,10304
F,2 AV,2022-02-14T00:00:00Z,7,9359,5353,10646
F,2 AV,2022-02-21T00:00:00Z,8,9977,4491,8470
F,2 AV,2022-02-28T00:00:00Z,9,10490,5750,10493
F,2 AV,2022-03-07T00:00:00Z,10,5914,5710,10594
F,2 AV,2022-03-14T00:00:00Z,11,9520,2091,9706
F,2 AV,2022-03-21T00:00:00Z,12,4908,1703,9195
F,2 AV,2022-03-28T00:00:00Z,13,10770,2030,9366
F,2 AV,2022-04-04T00:00:00Z,14,11138,1979,9259
F,2 AV,2022-04-11T00:00:00Z,15,10192,1927,8913
F,2 AV,2022-04-18T00:00:00Z,16,11032,1732,8904
F,21 ST-QNSBRIDGE,2022-01-03T00:00:00Z,1,3917,5813,6652
F,21 ST-QNSBRIDGE,2022-01-10T00:00:00Z,2,5695,5961,5738
F,21 ST-QNSBRIDGE,2022-01-17T00:00:00Z,3,3981,5756,6939
F,21 ST-QNSBRIDGE,2022-01-24T00:00:00Z,4,3158,6886,7851
F,21 ST-QNSBRIDGE,2022-01-31T00:00:00Z,5,4721,6582,7900
F,21 ST-QNSBRIDGE,2022-02-07T00:00:00Z,6,5311,7511,8296
F,21 ST-QNSBRIDGE,2022-02-14T00:00:00Z,7,5628,7538,8206
F,21 ST-QNSBRIDGE,2022-02-21T00:00:00Z,8,5495,6177,6734
F,21 ST-QNSBRIDGE,2022-02-28T00:00:00Z,9,4256,8027,8157
F,21 ST-QNSBRIDGE,2022-03-07T00:00:00Z,10,3130,8529,8534
F,21 ST-QNSBRIDGE,2022-03-14T00:00:00Z,11,6320,4015,7472
F,21 ST-QNSBRIDGE,2022-03-21T00:00:00Z,12,4603,3355,7474
F,21 ST-QNSBRIDGE,2022-03-28T00:00:00Z,13,6408,4173,7581
F,21 ST-QNSBRIDGE,2022-04-04T00:00:00Z,14,7410,4378,7416
F,21 ST-QNSBRIDGE,2022-04-11T00:00:00Z,15,8173,4187,7115
F,21 ST-QNSBRIDGE,2022-04-18T00:00:00Z,16,7170,3614,7335
F,57 ST,2022-01-03T00:00:00Z,1,4809,559,8006
F,57 ST,2022-01-10T00:00:00Z,2,4809,561,8406
F,57 ST,2022-01-17T00:00:00Z,3,4662,659,8005
F,57 ST,2022-01-24T00:00:00Z,4,4323,646,9390
F,57 ST,2022-01-31T00:00:00Z,5,6596,629,10002
F,57 ST,2022-02-07T00:00:00Z,6,8346,694,10875
F,57 ST,2022-02-14T00:00:00Z,7,6617,673,10910
F,57 ST,2022-02-21T00:00:00Z,8,8140,589,10694
F,57 ST,2022-02-28T00:00:00Z,9,4333,676,11740
F,57 ST,2022-03-07T00:00:00Z,10,3134,629,12144
F,57 ST,2022-03-14T00:00:00Z,11,7274,1093,9679
F,57 ST,2022-03-21T00:00:00Z,12,3895,1009,9925
F,57 ST,2022-03-28T00:00:00Z,13,7107,1052,10027
F,57 ST,2022-04-04T00:00:00Z,14,7781,1124,10265
F,57 ST,2022-04-11T00:00:00Z,15,7887,1099,10211
F,57 ST,2022-04-18T00:00:00Z,16,7618,1099,10255
F,AVENUE I,2022-01-03T00:00:00Z,1,604,694,1520
F,AVENUE I,2022-01-10T00:00:00Z,2,47,682,1641
F,AVENUE I,2022-01-17T00:00:00Z,3,272,714,1565
F,AVENUE I,2022-01-24T00:00:00Z,4,528,770,1537
F,AVENUE I,2022-01-31T00:00:00Z,5,367,772,1554
F,AVENUE I,2022-02-07T00:00:00Z,6,355,831,1730
F,AVENUE I,2022-02-14T00:00:00Z,7,38,853,1655
F,AVENUE I,2022-02-21T00:00:00Z,8,57,487,1200
F,AVENUE I,2022-02-28T00:00:00Z,9,47,848,1847
F,AVENUE I,2022-03-07T00:00:00Z,10,43,852,1805
F,AVENUE I,2022-03-14T00:00:00Z,11,18,1267,1301
F,AVENUE I,2022-03-21T00:00:00Z,12,19,1309,1446
F,AVENUE I,2022-03-28T00:00:00Z,13,499,1429,1415
F,AVENUE I,2022-04-04T00:00:00Z,14,485,1386,1449
F,AVENUE I,2022-04-11T00:00:00Z,15,436,1115,1339
F,AVENUE I,2022-04-18T00:00:00Z,16,504,681,875
F,AVENUE N,2022-01-03T00:00:00Z,1,691,2048,1322
F,AVENUE N,2022-01-10T00:00:00Z,2,37,2109,1669
F,AVENUE N,2022-01-17T00:00:00Z,3,439,2128,1512
F,AVENUE N,2022-01-24T00:00:00Z,4,654,2225,1468
F,AVENUE N,2022-01-31T00:00:00Z,5,530,2243,1589
F,AVENUE N,2022-02-07T00:00:00Z,6,492,2602,1610
F,AVENUE N,2022-02-14T00:00:00Z,7,36,2560,1547
F,AVENUE N,2022-02-21T00:00:00Z,8,20,1540,1155
F,AVENUE N,2022-02-28T00:00:00Z,9,30,2553,1622
F,AVENUE N,2022-03-07T00:00:00Z,10,31,2549,1636
F,AVENUE N,2022-03-14T00:00:00Z,11,11,3513,1189
F,AVENUE N,2022-03-21T00:00:00Z,12,15,3590,1187
F,AVENUE N,2022-03-28T00:00:00Z,13,771,3654,1207
F,AVENUE N,2022-04-04T00:00:00Z,14,839,3560,1169
F,AVENUE N,2022-04-11T00:00:00Z,15,849,3362,1076
F,AVENUE N,2022-04-18T00:00:00Z,16,903,2333,811
F,AVENUE P,2022-01-03T00:00:00Z,1,628,2455,1182
F,AVENUE P,2022-01-10T00:00:00Z,2,0,2720,1193
F,AVENUE P,2022-01-17T00:00:00Z,3,345,2535,1169
F,AVENUE P,2022-01-24T00:00:00Z,4,639,2830,1086
F,AVENUE P,2022-01-31T00:00:00Z,5,440,2947,1330
F,AVENUE P,2022-02-07T00:00:00Z,6,445,3288,1323
F,AVENUE P,2022-02-14T00:00:00Z,7,0,3097,1272
F,AVENUE P,2022-02-21T00:00:00Z,8,6,1999,971
F,AVENUE P,2022-02-28T00:00:00Z,9,1,3152,1275
F,AVENUE P,2022-03-07T00:00:00Z,10,0,3109,1241
F,AVENUE P,2022-03-14T00:00:00Z,11,22,2138,1137
F,AVENUE P,2022-03-21T00:00:00Z,12,24,2159,1204
F,AVENUE P,2022-03-28T00:00:00Z,13,724,2222,1188
F,AVENUE P,2022-04-04T00:00:00Z,14,925,2245,1130
F,AVENUE P,2022-04-11T00:00:00Z,15,857,2098,1081
F,AVENUE P,2022-04-18T00:00:00Z,16,925,1549,894
F,AVENUE U,2022-01-03T00:00:00Z,1,496,1238,1093
F,AVENUE U,2022-01-10T00:00:00Z,2,23,1299,1113
F,AVENUE U,2022-01-17T00:00:00Z,3,243,1208,1089
F,AVENUE U,2022-01-24T00:00:00Z,4,447,1259,982
F,AVENUE U,2022-01-31T00:00:00Z,5,299,1153,1097
F,AVENUE U,2022-02-07T00:00:00Z,6,275,1230,1100
F,AVENUE U,2022-02-14T00:00:00Z,7,18,1237,1041
F,AVENUE U,2022-02-21T00:00:00Z,8,25,753,728
F,AVENUE U,2022-02-28T00:00:00Z,9,22,1205,1102
F,AVENUE U,2022-03-07T00:00:00Z,10,32,1597,1249
F,AVENUE U,2022-03-14T00:00:00Z,11,15,2155,920
F,AVENUE U,2022-03-21T00:00:00Z,12,9,2050,887
F,AVENUE U,2022-03-28T00:00:00Z,13,698,2144,929
F,AVENUE U,2022-04-04T00:00:00Z,14,809,2165,881
F,AVENUE U,2022-04-11T00:00:00Z,15,651,2042,914
F,AVENUE U,2022-04-18T00:00:00Z,16,918,1409,656
F,AVENUE X,2022-01-03T00:00:00Z,1,663,2279,1321
F,AVENUE X,2022-01-10T00:00:00Z,2,0,2472,1476
F,AVENUE X,2022-01-17T00:00:00Z,3,904,2367,1365
F,AVENUE X,2022-01-24T00:00:00Z,4,784,2671,1161
F,AVENUE X,2022-01-31T00:00:00Z,5,1008,2695,1606
F,AVENUE X,2022-02-07T00:00:00Z,6,1048,3075,1744
F,AVENUE X,2022-02-14T00:00:00Z,7,2,2946,1728
F,AVENUE X,2022-02-21T00:00:00Z,8,5,1787,1125
F,AVENUE X,2022-02-28T00:00:00Z,9,10,3004,1639
F,AVENUE X,2022-03-07T00:00:00Z,10,6,3058,1652
F,AVENUE X,2022-03-14T00:00:00Z,11,42,2373,1269
F,AVENUE X,2022-03-21T00:00:00Z,12,48,2349,1221
F,AVENUE X,2022-03-28T00:00:00Z,13,972,2329,1183
F,AVENUE X,2022-04-04T00:00:00Z,14,959,2384,1196
F,AVENUE X,2022-04-11T00:00:00Z,15,965,2272,1185
F,AVENUE X,2022-04-18T00:00:00Z,16,1253,1569,1043
F,BAY PKWY,2022-01-03T00:00:00Z,1,302,826,574
F,BAY PKWY,2022-01-10T00:00:00Z,2,15,924,610
F,BAY PKWY,2022-01-17T00:00:00Z,3,158,899,652
F,BAY PKWY,2022-01-24T00:00:00Z,4,232,936,656
F,BAY PKWY,2022-01-31T00:00:00Z,5,170,962,761
F,BAY PKWY,2022-02-07T00:00:00Z,6,201,1074,789
F,BAY PKWY,2022-02-14T00:00:00Z,7,19,1026,747
F,BAY PKWY,2022-02-21T00:00:00Z,8,18,629,480
F,BAY PKWY,2022-02-28T00:00:00Z,9,16,933,825
F,BAY PKWY,2022-03-07T00:00:00Z,10,12,1018,802
F,BAY PKWY,2022-03-14T00:00:00Z,11,87,1166,436
F,BAY PKWY,2022-03-21T00:00:00Z,12,6,1289,574
F,BAY PKWY,2022-03-28T00:00:00Z,13,322,1440,506
F,BAY PKWY,2022-04-04T00:00:00Z,14,380,1424,563
F,BAY PKWY,2022-04-11T00:00:00Z,15,385,1334,528
F,BAY PKWY,2022-04-18T00:00:00Z,16,409,956,399
F,DITMAS AV,2022-01-03T00:00:00Z,1,1098,2543,2016
F,DITMAS AV,2022-01-10T00:00:00Z,2,31,2546,2019
F,DITMAS AV,2022-01-17T00:00:00Z,3,1212,2545,2070
F,DITMAS AV,2022-01-24T00:00:00Z,4,1152,2594,2209
F,DITMAS AV,2022-01-31T00:00:00Z,5,1410,2773,2326
F,DITMAS AV,2022-02-07T00:00:00Z,6,1331,3082,2481
F,DITMAS AV,2022-02-14T00:00:00Z,7,43,3150,2475
F,DITMAS AV,2022-02-21T00:00:00Z,8,49,1726,1801
F,DITMAS AV,2022-02-28T00:00:00Z,9,35,3203,2546
F,DITMAS AV,2022-03-07T00:00:00Z,10,48,3150,2706
F,DITMAS AV,2022-03-14T00:00:00Z,11,25,4517,1865
F,DITMAS AV,2022-03-21T00:00:00Z,12,28,4268,1995
F,DITMAS AV,2022-03-28T00:00:00Z,13,1121,4658,2040
F,DITMAS AV,2022-04-04T00:00:00Z,14,1020,4563,2058
F,DITMAS AV,2022-04-11T00:00:00Z,15,966,3949,1858
F,DITMAS AV,2022-04-18T00:00:00Z,16,1214,2672,1106
F,EAST BROADWAY,2022-01-03T00:00:00Z,1,5090,6407,9254
F,EAST BROADWAY,2022-01-10T00:00:00Z,2,5040,6770,9365
F,EAST BROADWAY,2022-01-17T00:00:00Z,3,5711,6366,9004
F,EAST BROADWAY,2022-01-24T00:00:00Z,4,4615,7581,9941
F,EAST BROADWAY,2022-01-31T00:00:00Z,5,7046,7063,9883
F,EAST BROADWAY,2022-02-07T00:00:00Z,6,7328,8290,11166
F,EAST BROADWAY,2022-02-14T00:00:00Z,7,6957,8300,11251
F,EAST BROADWAY,2022-02-21T00:00:00Z,8,6405,6078,8535
F,EAST BROADWAY,2022-02-28T00:00:00Z,9,6857,8368,11181
F,EAST BROADWAY,2022-03-07T00:00:00Z,10,4302,8204,11514
F,EAST BROADWAY,2022-03-14T00:00:00Z,11,6852,3383,10135
F,EAST BROADWAY,2022-03-21T00:00:00Z,12,4013,3134,8839
F,EAST BROADWAY,2022-03-28T00:00:00Z,13,7156,3477,9918
F,EAST BROADWAY,2022-04-04T00:00:00Z,14,8718,3907,10063
F,EAST BROADWAY,2022-04-11T00:00:00Z,15,6890,3307,9492
F,EAST BROADWAY,2022-04-18T00:00:00Z,16,7400,2545,8767
F,JAMAICA 179 ST,2022-01-03T00:00:00Z,1,6570,16933,5784
F,JAMAICA 179 ST,2022-01-10T00:00:00Z,2,6900,18860,6615
F,JAMAICA 179 ST,2022-01-17T00:00:00Z,3,7092,17818,6500
F,JAMAICA 179 ST,2022-01-24T00:00:00Z,4,4835,21022,6912
F,JAMAICA 179 ST,2022-01-31T00:00:00Z,5,7377,21837,6859
F,JAMAICA 179 ST,2022-02-07T00:00:00Z,6,7778,23645,7468
F,JAMAICA 179 ST,2022-02-14T00:00:00Z,7,7529,23639,7464
F,JAMAICA 179 ST,2022-02-21T00:00:00Z,8,7880,18090,6636
F,JAMAICA 179 ST,2022-02-28T00:00:00Z,9,7987,24170,7511
F,JAMAICA 179 ST,2022-03-07T00:00:00Z,10,6779,24433,7373
F,JAMAICA 179 ST,2022-03-14T00:00:00Z,11,8315,24681,6865
F,JAMAICA 179 ST,2022-03-21T00:00:00Z,12,8129,19694,6587
F,JAMAICA 179 ST,2022-03-28T00:00:00Z,13,8111,24035,6370
F,JAMAICA 179 ST,2022-04-04T00:00:00Z,14,8280,24494,6317
F,JAMAICA 179 ST,2022-04-11T00:00:00Z,15,7697,23472,6100
F,JAMAICA 179 ST,2022-04-18T00:00:00Z,16,8156,20201,6191
F,KINGS HWY,2022-01-03T00:00:00Z,1,903,2276,1737
F,KINGS HWY,2022-01-10T00:00:00Z,2,61,2409,1880
F,KINGS HWY,2022-01-17T00:00:00Z,3,1393,2245,1680
F,KINGS HWY,2022-01-24T00:00:00Z,4,952,2466,1742
F,KINGS HWY,2022-01-31T00:00:00Z,5,1646,2292,1864
F,KINGS HWY,2022-02-07T00:00:00Z,6,1606,2663,1963
F,KINGS HWY,2022-02-14T00:00:00Z,7,57,2717,1973
F,KINGS HWY,2022-02-21T00:00:00Z,8,61,1574,1249
F,KINGS HWY,2022-02-28T00:00:00Z,9,55,2661,1957
F,KINGS HWY,2022-03-07T00:00:00Z,10,52,2718,1877
F,KINGS HWY,2022-03-14T00:00:00Z,11,30,3741,1462
F,KINGS HWY,2022-03-21T00:00:00Z,12,31,3635,1513
F,KINGS HWY,2022-03-28T00:00:00Z,13,1190,3800,1597
F,KINGS HWY,2022-04-04T00:00:00Z,14,1327,3810,1599
F,KINGS HWY,2022-04-11T00:00:00Z,15,1275,3393,1403
F,KINGS HWY,2022-04-18T00:00:00Z,16,1429,2551,1067
F,LEXINGTON AV/63,2022-01-03T00:00:00Z,1,6172,4333,15678
F,LEXINGTON AV/63,2022-01-10T00:00:00Z,2,5872,4887,18398
F,LEXINGTON AV/63,2022-01-17T00:00:00Z,3,6379,4770,16062
F,LEXINGTON AV/63,2022-01-24T00:00:00Z,4,5241,5598,18923
F,LEXINGTON AV/63,2022-01-31T00:00:00Z,5,8229,5856,20748
F,LEXINGTON AV/63,2022-02-07T00:00:00Z,6,8986,5874,21035
F,LEXINGTON AV/63,2022-02-14T00:00:00Z,7,8516,6525,20918
F,LEXINGTON AV/63,2022-02-21T00:00:00Z,8,8682,5129,18218
F,LEXINGTON AV/63,2022-02-28T00:00:00Z,9,6193,6410,21754
F,LEXINGTON AV/63,2022-03-07T00:00:00Z,10,5749,6324,21103
F,LEXINGTON AV/63,2022-03-14T00:00:00Z,11,8480,2140,19432
F,LEXINGTON AV/63,2022-03-21T00:00:00Z,12,6726,2259,19066
F,LEXINGTON AV/63,2022-03-28T00:00:00Z,13,8094,2448,19812
F,LEXINGTON AV/63,2022-04-04T00:00:00Z,14,8971,2207,19143
F,LEXINGTON AV/63,2022-04-11T00:00:00Z,15,7588,2092,17714
F,LEXINGTON AV/63,2022-04-18T00:00:00Z,16,10188,2036,16153
F,NEPTUNE AV,2022-01-03T00:00:00Z,1,341,869,597
F,NEPTUNE AV,2022-01-10T00:00:00Z,2,11,931,654
F,NEPTUNE AV,2022-01-17T00:00:00Z,3,18,860,615
F,NEPTUNE AV,2022-01-24T00:00:00Z,4,327,940,689
F,NEPTUNE AV,2022-01-31T00:00:00Z,5,23,992,665
F,NEPTUNE AV,2022-02-07T00:00:00Z,6,32,1112,735
F,NEPTUNE AV,2022-02-14T00:00:00Z,7,17,1135,676
F,NEPTUNE AV,2022-02-21T00:00:00Z,8,17,717,474
F,NEPTUNE AV,2022-02-28T00:00:00Z,9,18,1132,732
F,NEPTUNE AV,2022-03-07T00:00:00Z,10,18,1139,704
F,NEPTUNE AV,2022-03-14T00:00:00Z,11,8,1547,588
F,NEPTUNE AV,2022-03-21T00:00:00Z,12,5,1458,424
F,NEPTUNE AV,2022-03-28T00:00:00Z,13,412,1502,524
F,NEPTUNE AV,2022-04-04T00:00:00Z,14,474,1552,519
F,NEPTUNE AV,2022-04-11T00:00:00Z,15,419,1383,507
F,NEPTUNE AV,2022-04-18T00:00:00Z,16,495,988,483
F,PARSONS BLVD,2022-01-03T00:00:00Z,1,2964,4959,3450
F,PARSONS BLVD,2022-01-10T00:00:00Z,2,3298,5367,3802
F,PARSONS BLVD,2022-01-17T00:00:00Z,3,3055,5149,3605
F,PARSONS BLVD,2022-01-24T00:00:00Z,4,2376,5941,4109
F,PARSONS BLVD,2022-01-31T00:00:00Z,5,3276,5740,3672
F,PARSONS BLVD,2022-02-07T00:00:00Z,6,3417,6315,4429
F,PARSONS BLVD,2022-02-14T00:00:00Z,7,3411,6059,4311
F,PARSONS BLVD,2022-02-21T00:00:00Z,8,3479,4800,2917
F,PARSONS BLVD,2022-02-28T00:00:00Z,9,3408,6345,4464
F,PARSONS BLVD,2022-03-07T00:00:00Z,10,3043,6601,4375
F,PARSONS BLVD,2022-03-14T00:00:00Z,11,3739,5642,3105
F,PARSONS BLVD,2022-03-21T00:00:00Z,12,3517,5693,3235
F,PARSONS BLVD,2022-03-28T00:00:00Z,13,3448,5621,3210
F,PARSONS BLVD,2022-04-04T00:00:00Z,14,3603,4528,3012
F,PARSONS BLVD,2022-04-11T00:00:00Z,15,3517,5160,2851
F,PARSONS BLVD,2022-04-18T00:00:00Z,16,3612,4322,2601
F,ROOSEVELT ISLND,2022-01-03T00:00:00Z,1,3584,5142,3628
F,ROOSEVELT ISLND,2022-01-10T00:00:00Z,2,3609,5657,4013
F,ROOSEVELT ISLND,2022-01-17T00:00:00Z,3,3871,5544,3855
F,ROOSEVELT ISLND,2022-01-24T00:00:00Z,4,3109,6948,4308
F,ROOSEVELT ISLND,2022-01-31T00:00:00Z,5,4240,6708,4083
F,ROOSEVELT ISLND,2022-02-07T00:00:00Z,6,4906,7241,4762
F,ROOSEVELT ISLND,2022-02-14T00:00:00Z,7,4700,7379,4692
F,ROOSEVELT ISLND,2022-02-21T00:00:00Z,8,4717,5364,4530
F,ROOSEVELT ISLND,2022-02-28T00:00:00Z,9,4416,7640,4960
F,ROOSEVELT ISLND,2022-03-07T00:00:00Z,10,1821,7682,4923
F,ROOSEVELT ISLND,2022-03-14T00:00:00Z,11,5347,2708,4811
F,ROOSEVELT ISLND,2022-03-21T00:00:00Z,12,4590,2771,4643
F,ROOSEVELT ISLND,2022-03-28T00:00:00Z,13,5396,2915,4418
F,ROOSEVELT ISLND,2022-04-04T00:00:00Z,14,6332,2812,4608
F,ROOSEVELT ISLND,2022-04-11T00:00:00Z,15,7035,2505,5273
F,ROOSEVELT ISLND,2022-04-18T00:00:00Z,16,6294,1811,5261
F,SUTPHIN BLVD,2022-01-03T00:00:00Z,1,2254,3171,1215
F,SUTPHIN BLVD,2022-01-10T00:00:00Z,2,1418,3268,1614
F,SUTPHIN BLVD,2022-01-17T00:00:00Z,3,1920,3024,1542
F,SUTPHIN BLVD,2022-01-24T00:00:00Z,4,1473,3345,1645
F,SUTPHIN BLVD,2022-01-31T00:00:00Z,5,2100,3122,1678
F,SUTPHIN BLVD,2022-02-07T00:00:00Z,6,2126,3649,1736
F,SUTPHIN BLVD,2022-02-14T00:00:00Z,7,2152,3683,1764
F,SUTPHIN BLVD,2022-02-21T00:00:00Z,8,2139,2766,1580
F,SUTPHIN BLVD,2022-02-28T00:00:00Z,9,2167,3712,1751
F,SUTPHIN BLVD,2022-03-07T00:00:00Z,10,2090,3827,1642
F,SUTPHIN BLVD,2022-03-14T00:00:00Z,11,2228,4889,1402
F,SUTPHIN BLVD,2022-03-21T00:00:00Z,12,2246,4710,1348
F,SUTPHIN BLVD,2022-03-28T00:00:00Z,13,2243,4713,1329
F,SUTPHIN BLVD,2022-04-04T00:00:00Z,14,2276,4899,1377
F,SUTPHIN BLVD,2022-04-11T00:00:00Z,15,2246,4300,1351
F,SUTPHIN BLVD,2022-04-18T00:00:00Z,16,2247,3436,1339
F,YORK ST,2022-01-03T00:00:00Z,1,3562,816,6446
F,YORK ST,2022-01-10T00:00:00Z,2,3339,1267,6468
F,YORK ST,2022-01-17T00:00:00Z,3,5008,1285,6853
F,YORK ST,2022-01-24T00:00:00Z,4,2808,1252,7225
F,YORK ST,2022-01-31T00:00:00Z,5,5558,1250,7117
F,YORK ST,2022-02-07T00:00:00Z,6,6415,1128,7629
F,YORK ST,2022-02-14T00:00:00Z,7,5373,1390,7765
F,YORK ST,2022-02-21T00:00:00Z,8,5205,851,7775
F,YORK ST,2022-02-28T00:00:00Z,9,6285,1440,8446
F,YORK ST,2022-03-07T00:00:00Z,10,3092,1415,8693
F,YORK ST,2022-03-14T00:00:00Z,11,5237,2312,8409
F,YORK ST,2022-03-21T00:00:00Z,12,2230,2380,7412
F,YORK ST,2022-03-28T00:00:00Z,13,7980,2532,7341
F,YORK ST,2022-04-04T00:00:00Z,14,8163,2613,7593
F,YORK ST,2022-04-11T00:00:00Z,15,8172,2377,8138
F,YORK ST,2022-04-18T00:00:00Z,16,9546,1896,7789
FG,15 ST-PROSPECT,2022-01-03T00:00:00Z,1,1793,3505,2360
FG,15 ST-PROSPECT,2022-01-10T00:00:00Z,2,1806,3917,2500
FG,15 ST-PROSPECT,2022-01-17T00:00:00Z,3,1941,3772,2485
FG,15 ST-PROSPECT,2022-01-24T00:00:00Z,4,1999,4571,2848
FG,15 ST-PROSPECT,2022-01-31T00:00:00Z,5,2076,4577,3174
